time,Plot.5,ADX,Plot.7,Bollinger Bands %B,Bollinger Bands Width,MF,Chaikin Oscillator,Chande MO,CCI,Smoothing Line,+DI,-DI,RSI,Fisher,Trigger,HV,Plot.7_2,Plot.8_2,Plot.1_3,MF_3,NV,OSC,PVT,ROC,RSI-based MA,RVGI,Signal.1,RVI,RVI-based MA,Relative Volume Ratio,Volume,Volume MA,SMI,Signal_4,SMI Ergodic Oscillator,%K,%D,SMI.1,SMI-based EMA,K,D,Rating,Oscillator,Plot.4_4,VI +,VI -,Shapes,Shapes.1,%R,CCI Turbo Histogram,CCI Turbo,low_DXY,close_DXY,open_SP_SPN,close_VIX,return,return d-1,return d-2,return d-3,return d-4,return d-5
2012-01-07,0.8662935323383084,60.73919901005196,1.0,1.1072053975368374,0.6791771667612005,0.3287778816454272,112.5519285330176,55.02392344497606,209.8684953890816,208.9672360323288,50.741800757238565,7.461866567524328,75.18849844903654,4.217311713673646,3.808749929145197,152.58353682564749,2.885917726142388,2.027212689803804,11.830558678546446,73.53068407349136,0.29585799,12.796873434211886,69.89504658340141,51.11111111111111,68.92748332320929,0.5652849740932643,0.6136220322137096,68.8843876774092,59.28542022412501,0.004312759494493,0.29585799,58.18463434350007,0.528527768012826,0.5108821087182785,0.0176456592945474,96.28252788104088,87.6084262701363,76.01808171750095,78.99602264538163,70.82084526764214,84.21691301842299,0.5979020979020979,75.98405504126545,-16.812743373543015,1.2313575525812614,0.3938814531548747,0.0,0.0,-3.717472118959127,161.83169957853883,101.9498607242345,80.781,81.254,531.91,20.63,0.1333333333333333,-0.09774436090225569,0.19389587073608627,0.05293005671077511,0.05800000000000005,0.0
2012-01-08,0.8662935323383084,61.81129697872555,1.0,1.0545817956101249,0.7354805990309299,0.3151414998221389,97.62155123681484,68.21515892420537,182.3655137120323,210.12289568583384,52.331023826540346,7.221123489793893,76.32268363414968,4.623444973503643,4.217311713673646,152.8899201873601,2.450068346997874,2.087620640831528,12.171768357843174,75.92280689111293,5.0,14.057507987220482,70.04210540693082,66.270783847981,69.82351792941346,0.4813278008298756,0.5864574887223627,76.28251161808923,61.20747577811584,0.0771007704495535,5.0,51.69791974500007,0.5395718060312287,0.5204453411559286,0.0191264648753001,100.0,87.6084262701363,83.40206454150501,81.19904359344332,61.32429519259434,71.32501141595444,0.4300699300699301,75.88708193326617,-29.801531450996205,1.2346368715083798,0.3910614525139657,0.0,0.0,0.0,140.6550110810147,87.09377901578506,80.781,81.254,531.91,20.63,0.02941176470588247,0.1333333333333333,-0.09774436090225569,0.19389587073608627,0.05293005671077511,0.05800000000000005
2012-01-09,1.7172093023255814,60.75437732925656,-0.907894736842106,0.8255674959847399,0.7530921645853791,0.3466997510874189,65.28175458777264,38.91402714932126,118.70554621167604,197.6242069127853,46.15673648600445,16.635384033635233,65.10511444949074,3.721290565578938,4.623444973503643,164.32388720706268,0.5087441486185291,1.8620668562296712,12.494616193387923,65.578046876953,-66.8693229,15.565538112351064,63.355173116930814,37.55458515283842,69.8509261782788,0.394806338028169,0.520445401791711,61.46071226534028,61.53520140210106,1.3861012975351257,66.8693229,50.30421822100007,0.4421978908760929,0.4943628577293166,-0.0521649668532237,74.91039426523298,90.39764071542464,75.34996522326126,78.2745044083523,55.03860466503252,62.39458170842301,0.3391608391608391,66.45739342766896,-10.670432921290852,1.0953947368421053,0.4638157894736833,1.0,0.0,-25.08960573476703,70.99992019790929,-13.436692506459297,80.927,80.978,529.04,21.07001,-0.09999999999999998,0.02941176470588247,0.1333333333333333,-0.09774436090225569,0.19389587073608627,0.05293005671077511
2012-01-10,3.3485714285714288,59.9164832293534,1.0,0.9669301173828312,0.8004139373835897,0.3924668912498406,65.9366719624579,44.21487603305784,123.53100260608753,168.4495572914704,42.34340982426222,14.484281854074275,70.67503021112384,3.0702457189977306,3.721290565578938,169.89698419915794,1.5103849808907397,1.8118265883241096,12.91012880072262,73.46276584599822,62.28998018,17.765162004984813,71.66050380759748,42.8,70.36102596132459,0.33955223880597,0.4428509151025539,68.3172572295601,62.837875745926944,1.550661080048469,62.28998018,52.37374006100007,0.4334525922988637,0.4740594359191656,-0.0406068436203019,100.0,91.636798088411,79.64936033684128,78.96193237259679,49.01964604988021,55.12751530250237,0.5979020979020979,70.66476329489306,-2.3600804858879885,1.0821325648414983,0.5086455331412096,0.0,0.0,0.0,114.10691397119815,98.66220735785993,80.715,80.885,532.06,20.69,0.1333333333333333,-0.09999999999999998,0.02941176470588247,0.1333333333333333,-0.09774436090225569,0.19389587073608627
2012-01-11,1.2384446074834925,59.31753952262682,-0.1296296296296293,0.8836825493805508,0.8108446666889233,0.4025237941030966,73.24718759637335,40.16064257028112,108.65882243728096,148.62587607123172,38.79957819405725,12.410416749143772,68.70660565076162,2.720371876480513,3.0702457189977306,171.06116014145667,3.34088420765886,2.030263391086217,13.191295221121637,80.19730037944973,-105.35893402,18.7697160883281,69.59464235622494,40.0,70.71771745884786,0.283653846153846,0.372283133442,57.2596724631448,63.08066442399376,3.1293882468140533,105.35893402,57.21492354250008,0.4117479368646162,0.4532889362343159,-0.0415409993696996,89.42307692307692,88.11115706276998,79.01686171617554,78.98939704438617,38.86318636623236,47.64047902704838,0.2482517482517482,68.43164865322142,12.485990207829268,1.0777917189460473,0.544542032622333,0.0,0.0,-10.576923076923078,88.74934589220311,52.69461077844366,80.82,81.254,535.89,21.05,-0.019607843137254832,0.1333333333333333,-0.09999999999999998,0.02941176470588247,0.1333333333333333,-0.09774436090225569
2012-01-12,1.469387755102041,58.808974677343976,-0.505747126436782,0.7447950662860224,0.7913917586609556,0.2831890513493117,43.39213499830481,23.552123552123543,91.59410582719364,124.9709981588541,35.147675789319635,11.039213453762889,62.17906361058655,2.7519369896409707,2.720371876480513,181.0372427299189,0.977028248684448,1.879801227885964,13.64767771392791,70.39582852887986,-82.30163181,19.115544178656588,63.833528129524936,23.06238185255198,70.35996201751001,0.2214010282776348,0.310436589370906,49.686752693854274,62.6041492072599,1.7159465080464298,82.30163181,53.85537703900006,0.3423408011383494,0.4163062245356604,-0.0739654233973109,72.55520504731861,87.32609399013187,66.58222359339057,72.78581031888837,34.961136329132565,40.9479895817484,0.3846153846153846,55.77256473067932,12.970770345241917,1.0960648148148149,0.5972222222222215,0.0,1.0,-27.44479495268139,45.37660256410263,-72.84482758620518,80.696,80.824,528.84,20.47,-0.07000000000000006,-0.019607843137254832,0.1333333333333333,-0.09999999999999998,0.02941176470588247,0.1333333333333333
2012-01-13,0.5147507629704985,58.33673589243848,-0.2631578947368421,0.7404129941064317,0.7718291256367171,0.233020197662328,11.652555122885444,20.641282565130247,84.29917089898866,105.3577295962454,31.48722761202578,9.88953661573244,62.87669959978487,2.9780562394676284,2.7519369896409707,180.10636795632527,1.6388217116501949,1.8453755827094256,14.003936874862552,75.82560024557748,48.97014484,19.042967061468,64.51053474021617,18.491921005385983,70.67629275547826,0.1530871158725682,0.2504581839235833,55.00840332635192,62.70114373802113,0.7608315951072457,48.97014484,54.94264454400006,0.3062431647866653,0.379618537952662,-0.0733753731659967,73.91304347826086,78.6304418162188,55.94532320748085,64.3655667631846,19.74937698146864,31.1912332256112,0.3846153846153846,55.60804555672177,5.252506241396739,1.1,0.6141304347826081,0.0,0.0,-26.08695652173914,44.81236203090517,-36.60886319845772,80.534,81.515,524.36,20.91,0.01382488479262678,-0.07000000000000006,-0.019607843137254832,0.1333333333333333,-0.09999999999999998,0.02941176470588247
2012-01-14,0.5147507629704985,56.94900404862416,-1.0,0.6514711519951166,0.7354874652094012,0.2413190838404051,-7.748050746412048,-8.313539192399064,46.90206528980684,90.99703341187156,30.28828247543484,13.320689817332852,58.97184604325179,1.7851156312001129,2.9780562394676284,183.00382770788949,0.8270373141391527,1.6998986871993866,13.753981217326828,71.86046906137632,-16.836,18.352601156069383,63.74526201294345,-5.2631578947368505,70.26367771385551,0.0728167919150037,0.1842411543948759,50.428461870018246,62.23925914724817,0.2301320343248435,16.836,54.57532339400007,0.251093258641234,0.336776778182186,-0.085683519540952,61.42857142857142,69.29893998471697,37.28475857242478,50.82516266780469,6.069053406830946,20.259855572477395,0.2307692307692307,48.09293899007832,-8.648619185475049,1.0788608981380063,0.7228915662650597,0.0,0.0,-38.57142857142858,8.12137438643477,-79.76653696497992,80.534,81.515,524.36,20.91,-0.045454545454545414,0.01382488479262678,-0.07000000000000006,-0.019607843137254832,0.1333333333333333,-0.09999999999999998
2012-01-15,0.5147507629704985,56.39895921146323,1.0,0.8214896757414334,0.7177298879459924,0.1965485464802013,-14.980293988723588,26.07709750566894,90.30294894169246,84.35142267899253,35.09542463165192,11.934131729398452,65.50791740786758,1.472712454245587,1.7851156312001129,168.03280042291078,0.8059019487201571,1.5721848674166397,12.97796106427078,71.94697230111464,16.6993007,16.395618984400944,65.99834226611806,19.16666666666667,69.92418509693353,-0.0149446019067252,0.1097107069910089,55.15798086050053,61.7112017917813,0.2644330458215529,16.6993007,52.57345817500008,0.270346728624035,0.314633428329469,-0.044286699705434,90.6122448979592,75.31795326826385,36.56850991862141,43.69683629321305,9.99633167518656,11.93825402116206,0.4615384615384615,52.83135520090944,-18.4932014437956,1.055439330543933,0.7583682008368196,0.0,0.0,-9.387755102040796,94.25932859103978,78.01418439716413,80.534,81.515,524.36,20.91,0.1349206349206351,-0.045454545454545414,0.01382488479262678,-0.07000000000000006,-0.019607843137254832,0.1333333333333333
2012-01-16,0.5147507629704985,53.64565690894414,1.0,0.7826366818476238,0.6838366119390334,0.2757212763266508,-12.55231811660343,8.196721311475402,61.54553167420813,74.92876452637798,31.18801893688476,21.739087184612348,64.85342667915145,0.9814074551827976,1.472712454245587,153.45671900397696,0.1561428259081498,1.369893147201141,12.309529620994777,70.0536417094572,-12.64929577,15.654148754967965,65.90988565234183,4.411764705882351,69.53794314224608,-0.074761255115962,0.0323450401288605,50.45474943031797,61.54693389811922,0.234102278555618,12.64929577,50.30222959400008,0.2764716733654449,0.301912843341461,-0.025441169976016,88.57142857142857,80.20408163265307,39.06807674717088,41.382456520191965,16.91404962826372,10.993144903427076,0.506993006993007,61.3506356051866,-26.95587046011406,0.924833491912464,0.7802093244529015,0.0,0.0,-11.428571428571438,83.08080808080818,70.28985507246489,81.323,81.512,524.36,20.91,-0.006993006993007089,0.1349206349206351,-0.045454545454545414,0.01382488479262678,-0.07000000000000006,-0.019607843137254832
