time,open,high,low,close,Volume,Volume MA
2016-08-24T21:00:00-03:00,577.65,578.75,571.16,575.71,4231.35357206,3657.443691138037
2016-08-25T21:00:00-03:00,575.75,582.46,574.1,578.78,3300.29774328,3521.3931388470364
2016-08-26T21:00:00-03:00,577.92,579.09,564.81,568.31,2702.58036182,3511.006661636037
2016-08-27T21:00:00-03:00,567.51,573.34,566.8,573.2,1034.00938399,3403.614505409537
2016-08-28T21:00:00-03:00,573.2,575,568.6,571.5,2333.00891707,3361.5296518670366
2016-08-29T21:00:00-03:00,570.74,576.5,568.55,575.91,4439.04375649,3323.562759467037
2016-08-30T21:00:00-03:00,575.88,576.49,568.4,570.75,3917.82520705,3392.269819273537
2016-08-31T21:00:00-03:00,570.75,572.86,566.86,571.05,2833.21048959,3425.065520086037
2016-09-01T21:00:00-03:00,571.05,574.2,567.03,572,2996.65467508,3526.783138894037
2016-09-02T21:00:00-03:00,572,598.64,569.01,595.01,4645.77734019,3518.431243288537
2016-09-03T21:00:00-03:00,596.25,609.05,590.88,603.72,3951.19879148,3488.8710207305376
2016-09-04T21:00:00-03:00,605.72,607.31,592.46,603.48,3788.04435575,3436.413802566537
2016-09-05T21:00:00-03:00,604.98,609.74,601,608.16,4038.33754573,3432.900797318037
2016-09-06T21:00:00-03:00,608.93,615.92,604.7,615.16,4502.71072652,3459.672127388537
2016-09-07T21:00:00-03:00,614.44,628.98,611.66,625.67,4354.95251639,3444.8853333750367
2016-09-08T21:00:00-03:00,625.67,627.49,612.93,622.01,3274.07565086,3487.0053361290366
2016-09-09T21:00:00-03:00,622.01,625,618.67,621.65,1527.83753513,3506.4091007490374
2016-09-10T21:00:00-03:00,621.65,628.99,594.63,606.32,5336.9515717,3518.9535510455376
2016-09-11T21:00:00-03:00,604.08,609.15,602,608.04,3512.28237051,3485.465374601538
2016-09-12T21:00:00-03:00,606.4,609.61,603.28,607.46,3471.52717479,3509.5839842740374
2016-09-13T21:00:00-03:00,607.45,610.69,605.98,608.5,2895.44618425,3442.7886148835373
2016-09-14T21:00:00-03:00,608.5,608.99,602.3,606.71,3083.35041243,3431.941248341037
2016-09-15T21:00:00-03:00,606.65,608.99,603.5,605.69,2612.88007635,3427.4562340675375
2016-09-16T21:00:00-03:00,607.04,607.59,601.1,604.1,1117.48707654,3431.6301186950377
2016-09-17T21:00:00-03:00,602.93,609.06,601.97,608,1307.05511292,3380.332428487538
2016-09-18T21:00:00-03:00,608,609.5,603,608.72,2476.59039745,3282.2097605355384
2016-09-19T21:00:00-03:00,608.73,608.88,601,601,2680.09992026,3220.323496196038
2016-09-20T21:00:00-03:00,600.95,601.01,592.1,595.46,3668.15124083,3262.070533758038
2016-09-21T21:00:00-03:00,595.46,596.42,592.5,595.41,2414.53313885,3232.964456946538
2016-09-22T21:00:00-03:00,595.42,602.9,593,601.42,4007.88275861,3201.0697278675384
2016-09-23T21:00:00-03:00,600.47,603.59,597.76,599.33,1140.17360181,3060.5184683840384
2016-09-24T21:00:00-03:00,600.05,601.99,596,598.98,1086.32512742,2925.4325069675388
2016-09-25T21:00:00-03:00,598.95,607.27,596.1,606.47,4051.86804551,2926.1090319565383
2016-09-26T21:00:00-03:00,606.7,608.37,600.02,604.26,3055.67943038,2853.757467149538
2016-09-27T21:00:00-03:00,604.26,605.3,601.41,603.95,2202.84306821,2746.151994740538
2016-09-28T21:00:00-03:00,603.93,605.99,601,605.6,2718.01919323,2718.349171859038
2016-09-29T21:00:00-03:00,605.59,608.39,603.15,608.23,2586.62431154,2771.288510679538
2016-09-30T21:00:00-03:00,608.23,614.28,608.23,612.98,1458.84374513,2577.3831193510377
2016-10-01T21:00:00-03:00,612.98,613,605,608.6,1406.15761649,2472.0768816500376
2016-10-02T21:00:00-03:00,608.6,612.98,606.6,612.71,2179.76496681,2407.488771251038
2016-10-03T21:00:00-03:00,612.84,612.84,604.99,607.19,2955.42383816,2410.4876539465376
2016-10-04T21:00:00-03:00,607.19,612,605.76,608.49,2410.92611361,2376.866439005538
2016-10-05T21:00:00-03:00,608.01,610.5,607.09,610.25,2039.8002153,2348.212445953038
2016-10-06T21:00:00-03:00,610.25,616.34,607.52,614.88,4033.82185438,2494.0291848450383
2016-10-07T21:00:00-03:00,614.88,616.99,612.5,614.34,888.32919261,2473.092888829538
2016-10-08T21:00:00-03:00,614.34,614.98,610,613.06,1174.26113887,2407.976425900538
2016-10-09T21:00:00-03:00,612.12,616.47,612.12,616,2295.52302846,2388.7475813105384
2016-10-10T21:00:00-03:00,616.37,639,614.56,639,8087.31933662,2609.7059861000384
2016-10-11T21:00:00-03:00,638.3,640,628.76,634.5,2613.04846135,2619.6317522250383
2016-10-12T21:00:00-03:00,634.5,636,630,634.02,2381.50067975,2538.3126482820385
2016-10-13T21:00:00-03:00,635.16,639.99,630.45,638.2,3154.50764207,2639.0293502950385
2016-10-14T21:00:00-03:00,638.2,642,635.25,635.96,1411.06864068,2655.2665259580385
2016-10-15T21:00:00-03:00,635.26,641.4,635.18,638.97,1289.53724609,2517.149985987039
2016-10-16T22:00:00-02:00,638.97,639.99,632.1,636.91,3958.0365344,2562.2678411880393
2016-10-17T22:00:00-02:00,636.96,637.8,631.52,635.95,2731.10814543,2588.681095049039
2016-10-18T22:00:00-02:00,635.95,638.04,624.13,627.98,4472.89998392,2676.425134583539
2016-10-19T22:00:00-02:00,627.84,630.22,625,628.89,2040.00987473,2649.094412743039
2016-10-20T22:00:00-02:00,628.05,632.36,627.5,629,3041.68075446,2728.236263209539
2016-10-21T22:00:00-02:00,628.99,656,628.57,654.52,4351.717345,2875.514249635039
2016-10-22T22:00:00-02:00,654.52,656,647.51,648.74,2534.54327773,2893.253165181039
2016-10-23T22:00:00-02:00,648.71,652.25,640,648.6,4679.0014143,2979.432043988039
2016-10-24T22:00:00-02:00,649.03,657.58,643,651.97,6106.91617897,3164.231547256039
2016-10-25T22:00:00-02:00,651.97,677,651.69,675.11,6688.29651819,3396.6563624005385
2016-10-26T22:00:00-02:00,674.63,685.89,665.59,684.71,4545.43620804,3422.237080083539
2016-10-27T22:00:00-02:00,684.68,687.23,677.05,685.91,3574.07546814,3556.5243938600383
2016-10-28T22:00:00-02:00,685.91,717.99,684.89,711.13,4034.88400838,3699.5555373355382
2016-10-29T22:00:00-02:00,711.1,711.78,691.49,697.23,3751.51862978,3772.3553174015383
2016-10-30T22:00:00-02:00,697.1,706.97,683.6,697.01,4655.89251212,3600.783976176538
2016-10-31T22:00:00-02:00,697.04,737,695.38,726.6,6559.98890705,3798.1309984615386
2016-11-01T22:00:00-02:00,726.6,742,717.32,742,4320.5234999,3895.0821394690383
2016-11-02T22:00:00-02:00,742,745.19,670.32,685.22,12095.71703951,4342.142609341038
2016-11-03T22:00:00-02:00,684.84,707.67,681,702.7,5345.6792147,4538.873138042038
2016-11-04T22:00:00-02:00,702.95,707.34,694.71,703.46,1918.31151101,4570.311851288038
2016-11-05T22:00:00-02:00,703.33,714.36,697.92,709.93,2292.8635227,4487.053200703039
2016-11-06T22:00:00-02:00,709.92,709.92,698.26,702.86,3007.32483699,4500.864035281038
2016-11-07T22:00:00-02:00,702.86,712.92,701.02,709.31,5526.47459343,4553.542765756539
2016-11-08T22:00:00-02:00,708.17,740.86,705.45,721.5,9726.2512339,4937.854833715038
2016-11-09T22:00:00-02:00,721.5,722,707,714.47,4996.45256408,5035.593424196038
2016-11-10T22:00:00-02:00,714.48,720.94,712.24,716.39,3327.9251908,4984.403816486038
2016-11-11T22:00:00-02:00,716.39,716.39,701,702.28,2810.41568833,4998.197437016038
2016-11-12T22:00:00-02:00,701.17,702.89,683.23,700.38,6023.54902216,5065.424817409038
2016-11-13T22:00:00-02:00,700.38,705.89,697.14,703.82,7560.77605369,5138.117811145038
2016-11-14T22:00:00-02:00,704.98,716.54,703.05,711.06,5668.93994884,5087.149982677538
2016-11-15T22:00:00-02:00,711.07,742.87,708.44,739.71,11585.04541819,5439.130443185038
2016-11-16T22:00:00-02:00,739.71,749.98,732.22,735.24,6681.43151549,5594.498245552537
2016-11-17T22:00:00-02:00,736,752.95,731.31,748.98,4271.04146281,5606.306118274037
2016-11-18T22:00:00-02:00,748.98,755.07,742.63,750.75,1965.43652251,5517.002012910538
2016-11-19T22:00:00-02:00,750.09,753.82,714,727.09,5521.9596111,5560.305367859537
2016-11-20T22:00:00-02:00,727.09,739.2,727.03,736.76,4017.57762466,5433.184803740037
2016-11-21T22:00:00-02:00,736.92,750,730.27,749.22,5034.70408511,5468.893833000538
2016-11-22T22:00:00-02:00,749.13,749.98,729.92,740.18,4462.77871527,5087.246916788537
2016-11-23T22:00:00-02:00,740.18,741.15,729,735.63,4039.81535353,5021.953723730037
2016-11-24T22:00:00-02:00,735.63,737.07,728,737.07,3356.08903132,5093.842599745537
2016-11-25T22:00:00-02:00,736.96,737.56,722.3,729.91,2314.57662144,5094.928254682537
2016-11-26T22:00:00-02:00,729.91,732,722.44,727.32,3447.86947559,5116.955486612538
2016-11-27T22:00:00-02:00,727.32,732.44,724.1,729.54,4741.10019229,5077.686766555538
2016-11-28T22:00:00-02:00,730.99,733.29,721,730.76,5406.58132791,4861.703271256038
2016-11-29T22:00:00-02:00,730.72,744.49,727,742.06,6249.61852304,4924.3615692040385
2016-11-30T22:00:00-02:00,742.06,754.98,740.18,751.54,6124.50185944,5064.190402636038
2016-12-01T22:00:00-02:00,751.55,778.07,750.77,769.99,8071.03298962,5327.221267700538
2016-12-02T22:00:00-02:00,770.91,770.99,752.41,760.75,2772.66124771,5164.676878978038
2016-12-03T22:00:00-02:00,762.97,762.97,752.41,762,3215.67738872,4947.421945729538
2016-12-04T22:00:00-02:00,762,762.09,743,750.24,5567.77285718,4942.363591146537
2016-12-05T22:00:00-02:00,749.51,759.9,747.99,758.98,6763.73852485,4701.298246479538
2016-12-06T22:00:00-02:00,758.97,769.61,751.78,763.99,4809.70777587,4607.712059498538
2016-12-07T22:00:00-02:00,764.05,772.01,762.29,766.84,4889.40556084,4638.630264400038
2016-12-08T22:00:00-02:00,766.84,773.99,766.29,769.57,2868.41656863,4683.779266706038
2016-12-09T22:00:00-02:00,769.57,774.12,768.11,772.28,2200.70812763,4517.716692532538
2016-12-10T22:00:00-02:00,772.28,772.28,764.01,768.97,1421.13041748,4387.894332173538
2016-12-11T22:00:00-02:00,768.97,779,768.96,776.9,2802.89469742,4276.303862789037
2016-12-12T22:00:00-02:00,777,793.27,765.1,775.35,4918.66570167,4299.098212109037
2016-12-13T22:00:00-02:00,775.75,781,770.74,777.09,2331.65896534,4213.690392699538
2016-12-14T22:00:00-02:00,777.03,779.08,771,775.89,3039.82232695,4197.877057481038
2016-12-15T22:00:00-02:00,776.3,782.46,771.24,781.32,3475.77113229,4255.936783023537
2016-12-16T22:00:00-02:00,781.32,790.88,780.36,788.52,2389.76188083,4203.031403285537
2016-12-17T22:00:00-02:00,788.3,790.99,780,788.67,2519.24374939,4091.9385811405373
2016-12-18T22:00:00-02:00,788.34,794.39,787.01,791,3917.87027522,4017.5030285060375
2016-12-19T22:00:00-02:00,791.03,803,787.1,798.61,4118.18910461,3910.931557584538
2016-12-20T22:00:00-02:00,798.65,834.97,796.82,832.75,9391.86936102,4074.2999326635377
2016-12-21T22:00:00-02:00,832.02,875,827.29,859.96,12070.35326085,4274.265946225038
2016-12-22T22:00:00-02:00,858.94,920,858.93,914,16526.62879671,4961.964323675037
2016-12-23T22:00:00-02:00,914.48,918.5,878.89,892.61,6026.45470401,5102.503189439538
2016-12-24T22:00:00-02:00,892.61,894.97,859,890.67,4658.23642176,5057.026367668537
2016-12-25T22:00:00-02:00,890.65,905.18,888,897.1,3467.54622755,4892.216752803537
2016-12-26T22:00:00-02:00,897.82,936.42,891,930.34,7225.77311731,5013.020019875537
2016-12-27T22:00:00-02:00,930.34,976.48,929.49,976.46,12285.05131172,5382.802307419538
2016-12-28T22:00:00-02:00,976.47,980.74,950,969.58,7858.51685371,5632.307321673537
2016-12-29T22:00:00-02:00,969.99,970,931,959.54,10755.03649428,6060.023740006038
2016-12-30T22:00:00-02:00,959.54,966.37,944.11,966.3,4154.88207288,6196.711322776037
2016-12-31T22:00:00-02:00,966.34,1005,960.53,997.75,6850.59330859,6399.096253334538
2017-01-01T22:00:00-02:00,997.75,1032,990.01,1012.54,8167.38103018,6561.532019760038
2017-01-02T22:00:00-02:00,1011.44,1039,999.99,1035.24,9089.65802529,6899.431972757538
2017-01-03T22:00:00-02:00,1035.51,1139.89,1028.56,1114.92,21562.45697196,7825.563705008038
2017-01-04T22:00:00-02:00,1114.38,1136.72,885.41,1004.74,34653.45292585,9384.447794686037
2017-01-05T22:00:00-02:00,1004.73,1026.99,871,893.89,27916.70309893,10660.794855591037
2017-01-06T22:00:00-02:00,894.02,907.05,812.28,906.2,20401.11359103,11554.888347673037
2017-01-07T22:00:00-02:00,906.2,941.81,881.3,909.75,8937.49270783,11805.86946930354
2017-01-08T22:00:00-02:00,909.8,912.87,875,896.23,8716.18294096,12035.769161121038
2017-01-09T22:00:00-02:00,896.09,912.47,889.41,905.05,8535.97762981,11992.974574560536
2017-01-10T22:00:00-02:00,905.24,918.4,755,778.62,35905.29315926,13184.721569481035
2017-01-11T22:00:00-02:00,778.7,832.99,751.34,807.47,17402.05494836,13228.492877063536
2017-01-12T22:00:00-02:00,807.51,831.4,775,825.86,11420.2050442,13498.180394073037
2017-01-13T22:00:00-02:00,825.98,837.76,810,818.27,6614.71899162,13596.004522566038
2017-01-14T22:00:00-02:00,819.52,823.45,808,821.86,4231.78295243,13634.216358810037
2017-01-15T22:00:00-02:00,821.86,835,818.09,831.81,6168.90157967,13581.372781928038
2017-01-16T22:00:00-02:00,831.76,908.5,827,905.99,12267.74799545,13580.507616114537
2017-01-17T22:00:00-02:00,905.95,915.99,851.74,887.7,11183.18721014,13746.741133936037
2017-01-18T22:00:00-02:00,887.69,910,878.89,901.01,11111.45874625,13764.56224653454
2017-01-19T22:00:00-02:00,902.23,902.43,880,895.8,6619.57627392,13887.79695658654
2017-01-20T22:00:00-02:00,895.81,928,895,921.98,5866.68707693,13838.601645003542
2017-01-21T22:00:00-02:00,921.98,937.74,886.76,923.76,7169.00146533,13788.68266676104
2017-01-22T22:00:00-02:00,923.75,927.57,913.21,913.52,3519.74456157,13510.18699357504
2017-01-23T22:00:00-02:00,913.15,923,881.48,885.47,9405.046565,12902.316473227042
2017-01-24T22:00:00-02:00,885.47,904.01,884.5,893.43,5303.9960341,11434.84362863954
2017-01-25T22:00:00-02:00,893.25,919.49,892.86,914.83,5174.9550199,10297.75622468804
2017-01-26T22:00:00-02:00,914.95,924.88,908.01,918.02,4830.55612114,9519.22835119354
2017-01-27T22:00:00-02:00,918.02,920.99,913.08,918.6,1176.07952983,9131.157692293538
2017-01-28T22:00:00-02:00,918.6,919.99,910.45,912.01,1349.01480033,8762.799285262041
2017-01-29T22:00:00-02:00,913.12,923,910,919.99,3121.39474443,8492.07014099304
2017-01-30T22:00:00-02:00,919.99,970,917.5,963.99,9526.06963994,7173.10896502704
2017-01-31T22:00:00-02:00,963.99,986.96,962,983.67,6956.39947163,6650.82619119054
2017-02-01T22:00:00-02:00,983.79,1011.65,973.12,1009.17,8275.89775739,6493.61082685004
2017-02-02T22:00:00-02:00,1009.15,1022.64,987.01,1016.99,10929.60247771,6709.35500115454
2017-02-03T22:00:00-02:00,1015.06,1044.23,1004,1033.18,5752.28733969,6785.380220517541
2017-02-04T22:00:00-02:00,1033.72,1034.6,1004.7,1011.07,4353.11905024,6694.591094046041
2017-02-05T22:00:00-02:00,1010.03,1031.94,1005.1,1023.99,5084.7077018,6335.439079363541
2017-02-06T22:00:00-02:00,1024,1056.25,1021.3,1052.48,5373.38187672,6044.948812692541
2017-02-07T22:00:00-02:00,1052.48,1070,1025,1050.4,9646.37212192,5971.694481476041
2017-02-08T22:00:00-02:00,1051.73,1074.69,913.73,986,25152.43747224,6898.337541392041
2017-02-09T22:00:00-02:00,985.71,1010.68,950,996.08,10743.27806952,7142.16709102154
2017-02-10T22:00:00-02:00,995.49,1020,987.62,1012.4,4474.68948918,7007.45149221404
2017-02-11T22:00:00-02:00,1011.01,1011.97,991.98,1000.73,2686.90854957,6965.80969161404
2017-02-12T22:00:00-02:00,1000.73,1007.89,975.1,1000.79,4567.66832906,6723.9407798170405
2017-02-13T22:00:00-02:00,1000.74,1019,987.97,1008.88,6762.66321921,6796.874139072541
2017-02-14T22:00:00-02:00,1008.88,1013.8,1000.97,1011.53,3101.18400003,6693.185588079042
2017-02-15T22:00:00-02:00,1011.53,1043.21,1010.75,1032.7,6001.29640568,6751.722602306041
2017-02-16T22:00:00-02:00,1032.91,1064.99,1031.98,1055.46,6087.1397656,6997.275614094542
2017-02-17T22:00:00-02:00,1055.75,1068.99,1046.14,1056.4,4490.13018852,7154.331383504042
2017-02-18T22:00:00-02:00,1056.4,1061.9,1039.07,1051.8,2272.17183264,7111.870237914542
2017-02-19T21:00:00-03:00,1051.8,1089.99,1044.39,1084,3665.10379873,6818.8219458540425
2017-02-20T21:00:00-03:00,1084,1126.86,1077,1124.62,8438.47147609,6892.925546077042
2017-02-21T21:00:00-03:00,1124.83,1143,1098.16,1130.01,11685.86102846,7063.423709630541
2017-02-22T21:00:00-03:00,1130.02,1193.92,1120.73,1188.11,11676.01589326,7100.744380408041
2017-02-23T21:00:00-03:00,1183.53,1220,1091.1,1180.14,19624.69056285,7794.364541566041
2017-02-24T21:00:00-03:00,1180.05,1184.73,1127,1152.2,6263.66833795,7889.892005951541
2017-02-25T21:00:00-03:00,1152.11,1184.97,1133,1179.05,3544.52425752,7812.882833737541
2017-02-26T21:00:00-03:00,1180.46,1197.99,1169,1194.64,4644.80214399,7776.453847101041
2017-02-27T21:00:00-03:00,1194.64,1209.99,1176.27,1191.21,7571.74488695,7672.722485352542
2017-02-28T21:00:00-03:00,1191.16,1231,1188.3,1226.39,6033.14867692,6716.758045586542
2017-03-01T21:00:00-03:00,1228,1283.25,1215,1257.04,7769.10612178,6568.049448199541
2017-03-02T21:00:00-03:00,1257.6,1298,1255,1285.33,7634.67648275,6726.048797878041
2017-03-03T21:00:00-03:00,1287.38,1289.55,1230,1260,4959.66526051,6839.68663342504
2017-03-04T21:00:00-03:00,1260,1275,1240,1273,3033.65170982,6762.98580246304
2017-03-05T21:00:00-03:00,1269.98,1285,1251,1278.49,4254.25670775,6637.56547689004
2017-03-06T21:00:00-03:00,1278.49,1281.62,1175.97,1233.05,14451.32797606,7205.072675691541
2017-03-07T21:00:00-03:00,1233.86,1245.49,1145.5,1150.05,13405.76920865,7575.29631584004
2017-03-08T21:00:00-03:00,1149.34,1208,1135.01,1190.89,7703.7030838,7656.124481750039
2017-03-09T21:00:00-03:00,1190.99,1350,975,1116.97,33535.18912154,9108.37742840104
2017-03-10T21:00:00-03:00,1111.55,1198,1106.51,1176.55,7380.25597454,9363.78163549604
2017-03-11T21:00:00-03:00,1176.58,1241.85,1170.9,1226.62,5809.03033891,9470.97796250504
2017-03-12T21:00:00-03:00,1226.42,1249.02,1215.43,1242.46,5774.0116573,9337.754971565539
2017-03-13T21:00:00-03:00,1242.46,1260,1226.5,1245.86,5801.21028526,9043.522434405539
2017-03-14T21:00:00-03:00,1245.82,1260,1238.32,1257.32,3926.44343564,8656.043811524538
2017-03-15T21:00:00-03:00,1258.75,1258.96,1130,1172.62,15015.87602214,8425.603084489037
2017-03-16T21:00:00-03:00,1172,1173.23,1063,1071.02,16704.5732203,8947.648328606538
2017-03-17T21:00:00-03:00,1068.16,1099,944.36,969.4,19309.01336672,9735.872784066538
2017-03-18T21:00:00-03:00,969.4,1063.7,969.4,1017.97,12201.86141156,10113.725747445038
2017-03-19T21:00:00-03:00,1012.88,1052.99,1010.01,1035.96,7400.33955834,10105.155481014537
2017-03-20T21:00:00-03:00,1036.23,1117.9,1034.92,1114.39,11079.56616492,10357.476355414536
2017-03-21T21:00:00-03:00,1114.39,1114.39,988,1037.56,14493.57841277,10693.699969964036
2017-03-22T21:00:00-03:00,1037.6,1054.4,1010.69,1029.65,5916.99539286,10607.815915469537
2017-03-23T21:00:00-03:00,1030.84,1032,920,929.06,16059.70288791,11162.817796839538
2017-03-24T21:00:00-03:00,928.1,963.36,891.33,956.02,13507.43542088,11686.506982392539
2017-03-25T21:00:00-03:00,956.02,997,937.52,960,9012.91765111,11924.44002956054
2017-03-26T21:00:00-03:00,959.08,1043,952.95,1039.92,8687.08711524,11636.227986519538
2017-03-27T21:00:00-03:00,1039.09,1068.26,1014.9,1043.99,9115.51712488,11421.715382331038
2017-03-28T21:00:00-03:00,1042.83,1059.43,1008.16,1035.96,9379.71932021,11505.516194151536
2017-03-29T21:00:00-03:00,1037.29,1050.17,1017.14,1033.7,8626.99803695,10260.106639922038
2017-03-30T21:00:00-03:00,1033.79,1081,1031.43,1070.31,12055.63731456,10493.875706923038
2017-03-31T21:00:00-03:00,1071.34,1097,1061.64,1083.94,5175.18147246,10462.183263600538
2017-04-01T21:00:00-03:00,1083.95,1100,1066.49,1078.01,7639.89621671,10555.47749157104
2017-04-02T21:00:00-03:00,1076.59,1152,1076.19,1144.77,11076.86273059,10819.260113837541
2017-04-03T21:00:00-03:00,1146.42,1162.93,1118.85,1143,7420.8662382,10993.981253965541
2017-04-04T21:00:00-03:00,1143,1145,1111,1134.58,5588.97640824,10522.636273270542
2017-04-05T21:00:00-03:00,1134.86,1201.37,1134.36,1190.85,9134.29559762,10144.122392136542
2017-04-06T21:00:00-03:00,1190.72,1202,1176,1190.66,5447.72722693,9451.05808514704
2017-04-07T21:00:00-03:00,1190.66,1197.3,1166.66,1184.03,2720.79822734,8977.004925936042
2017-04-08T21:00:00-03:00,1184.05,1216.87,1173.98,1206.2,4817.55099662,8847.865497850042
2017-04-09T21:00:00-03:00,1205.2,1219.71,1195,1209.25,3664.07499365,8477.090939286541
2017-04-10T21:00:00-03:00,1209.99,1229,1198.02,1218.99,3496.8501771,7927.254527503041
2017-04-11T21:00:00-03:00,1218.99,1224.57,1208,1212.17,3475.3734749,7805.173431605041
2017-04-12T21:00:00-03:00,1212.16,1219.45,1141,1172.91,7137.76757253,7359.07666583604
2017-04-13T21:00:00-03:00,1172.56,1193,1142,1170.34,8986.0641022,7133.00809990204
2017-04-14T21:00:00-03:00,1169.53,1192.5,1165,1173.45,1807.25035489,6772.72473509104
2017-04-15T21:00:00-03:00,1171,1179.3,1150,1162.31,2701.23084553,6473.43192160554
2017-04-16T21:00:00-03:00,1162.31,1192.5,1161,1176.54,3572.20886908,6196.26650881554
2017-04-17T21:00:00-03:00,1176.59,1210,1175.95,1202.58,5523.86685242,6003.47388542604
2017-04-18T21:00:00-03:00,1202.59,1209.99,1190,1203.98,6050.54738454,5874.65135280554
2017-04-19T21:00:00-03:00,1203.98,1243.88,1201.66,1234.19,5990.13531767,5571.376252961041
2017-04-20T21:00:00-03:00,1234.93,1252.32,1231.65,1243.61,5033.20611718,5564.277485197041
2017-04-21T21:00:00-03:00,1243.6,1247.15,1199,1233.2,4175.16034389,5391.040691556042
2017-04-22T21:00:00-03:00,1231.85,1248.99,1223.42,1241.99,2605.62175196,4967.478642624542
2017-04-23T21:00:00-03:00,1242,1254,1234,1253.58,3064.38162939,4749.654412184042
2017-04-24T21:00:00-03:00,1253.57,1280,1251.07,1269,5251.57181139,4732.784182341541
2017-04-25T21:00:00-03:00,1271.4,1330,1265,1287.99,8712.2614141,4711.682473165541
2017-04-26T21:00:00-03:00,1287.92,1342.02,1285,1331.53,6674.2549953,4773.0088615840405
2017-04-27T21:00:00-03:00,1331,1347.02,1299,1330.7,8238.17733412,5048.877816923041
2017-04-28T21:00:00-03:00,1333.93,1342.8,1316,1333,3931.68655015,5004.584594599541
2017-04-29T21:00:00-03:00,1336.77,1356,1315.68,1350.21,3539.62218368,4998.361954101039
2017-04-30T21:00:00-03:00,1348.88,1425,1341.22,1390.86,8613.23786299,5254.18133839554
2017-05-01T21:00:00-03:00,1390.86,1481.73,1388,1447.75,8925.07461649,5526.66639547504
2017-05-02T21:00:00-03:00,1447.75,1516.04,1431.02,1503.22,11094.03953212,5724.479993454541
2017-05-03T21:00:00-03:00,1503.25,1623.01,1444.94,1537.23,19567.15255632,6253.534416160541
2017-05-04T21:00:00-03:00,1537.36,1609,1495,1514.9,15626.63711358,6944.503754095041
2017-05-05T21:00:00-03:00,1515.39,1578.97,1505,1558.02,7903.96227304,7204.640325470541
2017-05-06T21:00:00-03:00,1554.04,1565,1525,1554.01,7679.74032744,7410.0168983885405
2017-05-07T21:00:00-03:00,1554.38,1653.97,1554.38,1649.54,19307.38273983,8099.192692759041
2017-05-08T21:00:00-03:00,1649.55,1760.4,1616.05,1720.28,16825.35527278,8637.93308717104
2017-05-09T21:00:00-03:00,1720.26,1794.21,1682,1772.58,11289.30819527,8902.89173105104
2017-05-10T21:00:00-03:00,1774.52,1892,1745.01,1828.45,14746.60472492,9388.56166143804
2017-05-11T21:00:00-03:00,1830.85,1832,1650,1691.51,17124.8948807,10036.048388278541
2017-05-12T21:00:00-03:00,1690.33,1785.82,1601.46,1776.89,10560.31245439,10433.782923400042
2017-05-13T21:00:00-03:00,1776.8,1815,1753,1784,4818.12122267,10521.46990306404
2017-05-14T21:00:00-03:00,1782.3,1784,1682.56,1705.48,13371.56202079,10927.469413534041
2017-05-15T21:00:00-03:00,1706.07,1750,1641.22,1700.38,16607.70162707,11322.24142418254
2017-05-16T21:00:00-03:00,1700.01,1840.42,1670.01,1782.99,17828.04731994,11879.93104041454
2017-05-17T21:00:00-03:00,1779,1881.8,1766.33,1878.99,11933.61711019,12064.70302921804
2017-05-18T21:00:00-03:00,1879,1969.99,1874.99,1958,14279.63137155,12582.10027028804
2017-05-19T21:00:00-03:00,1959.09,2021,1914,2013.99,12345.43022022,13022.39067211504
2017-05-20T21:00:00-03:00,2013.99,2063.11,1961.52,2017.55,6760.15344191,12929.736451061039
2017-05-21T21:00:00-03:00,2017.55,2230.34,2001,2099.97,16364.87231961,13301.72633621704
2017-05-22T21:00:00-03:00,2088.76,2275,2088.45,2264.23,14194.84642165,13456.76668069354
2017-05-23T21:00:00-03:00,2265.9,2481.75,2264.64,2420.29,22168.80610162,13586.84935795854
2017-05-24T21:00:00-03:00,2420.29,2760.1,2221,2292.53,32988.21433792,14454.92821917554
2017-05-25T21:00:00-03:00,2277.01,2599.12,2060,2279.82,28410.23844313,15480.24202768004
2017-05-26T21:00:00-03:00,2280.7,2339.94,1850,2042,26247.77014798,16408.64351870704
2017-05-27T21:00:00-03:00,2042.89,2313.96,2041.48,2178.81,15393.70417486,16212.959590458539
2017-05-28T21:00:00-03:00,2172.54,2350,2110,2292.1,12150.85849652,15979.23475164554
2017-05-29T21:00:00-03:00,2290.18,2339.08,2160,2203.51,13957.05718178,16112.622200971038
2017-05-30T21:00:00-03:00,2201.7,2334,2154.28,2298.01,16337.90076022,16192.187002736038
2017-05-31T21:00:00-03:00,2298.01,2456.39,2296.81,2413.63,18444.93499339,16258.18900837054
2017-06-01T21:00:00-03:00,2413.58,2489,2370.03,2488.94,12453.36508337,16352.84163981954
2017-06-02T21:00:00-03:00,2488.94,2584.34,2445,2540.94,10833.95565708,16653.63336154004
2017-06-03T21:00:00-03:00,2538.1,2569,2460,2530.27,8865.37186171,16428.323853586036
2017-06-04T21:00:00-03:00,2530.27,2699.35,2525.28,2698,12266.71839827,16211.274692146038
2017-06-05T21:00:00-03:00,2698,2933,2689.4,2880.74,26784.37316629,16659.09098446354
2017-06-06T21:00:00-03:00,2875.71,2893.28,2612.5,2683.03,17104.31172793,16917.625715350536
2017-06-07T21:00:00-03:00,2680.24,2815,2613.13,2806,13302.12705883,16868.750499714537
