time,open,high,low,close
2013-10-16T00:00:00Z,1571.5,1571.5,1571.5,1571.5
2013-10-17T00:00:00Z,1571.8,1571.8,1569.7,1569.7
2013-10-18T00:00:00Z,1597.7,1597.7,1597.7,1597.7
2013-10-21T00:00:00Z,1592,1599.5,1592,1599.5
2013-10-22T00:00:00Z,1607.4,1607.4,1607.4,1607.4
2013-10-23T00:00:00Z,1601.4,1601.4,1601.4,1601.4
2013-10-24T00:00:00Z,1608.5,1608.5,1608.5,1608.5
2013-10-25T00:00:00Z,1603.3,1608.2,1603.3,1608.2
2013-10-28T00:00:00Z,1610.2,1610.2,1610.2,1610.2
2013-10-29T00:00:00Z,1612.8,1612.8,1612.8,1612.8
2013-10-30T00:00:00Z,1606.3,1606.3,1606.3,1606.3
2013-10-31T00:00:00Z,1601.9,1601.9,1601.9,1601.9
2013-11-01T00:00:00Z,1598.3,1598.3,1591,1591
2013-11-04T01:00:00Z,1601.1,1601.1,1601.1,1601.1
2013-11-05T01:00:00Z,1595.8,1595.8,1595.8,1595.8
2013-11-06T01:00:00Z,1602.6,1602.6,1602.6,1602.6
2013-11-07T01:00:00Z,1588.4,1588.4,1588.4,1588.4
2013-11-08T01:00:00Z,1596.9,1596.9,1596.9,1596.9
2013-11-11T01:00:00Z,1601.1,1601.1,1601.1,1601.1
2013-11-12T01:00:00Z,1598,1598,1598,1598
2013-11-13T01:00:00Z,1603.4,1603.4,1603.4,1603.4
2013-11-14T01:00:00Z,1612.9,1612.9,1612.9,1612.9
2013-11-15T01:00:00Z,1618.2,1618.2,1618.2,1618.2
2013-11-18T01:00:00Z,1627,1627,1623.5,1623.5
2013-11-19T01:00:00Z,1618.4,1618.4,1618.4,1618.4
2013-11-20T01:00:00Z,1608.9,1608.9,1608.9,1608.9
2013-11-21T01:00:00Z,1619,1619,1619,1619
2013-11-22T01:00:00Z,1626,1626,1626,1626
2013-11-25T01:00:00Z,1623.3,1623.3,1623.3,1623.3
2013-11-26T01:00:00Z,1622.9,1622.9,1622.9,1622.9
2013-11-27T01:00:00Z,1627.4,1627.4,1627.4,1627.4
