time,open,high,low,close,ParabolicSAR,WMA,MA,Smoothing Line,MA №1,MA №2,MA №3,MA №4,EMA,Smoothing Line,New Moon,Full Moon,Median,Upper Band,Lower Band,Median EMA,Plot,Plot,MOM,MF,Histogram,MACD,Signal,NV,OnBalanceVolume,Smoothing Line,Futures Open Interest,Crypto Open Interest (Open),Crypto Open Interest (High,Crypto Open Interest (Low),Crypto Open Interest (Close),OSC,PVT,ROC,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Plot,RVGI,Signal,RVI,RVI-based MA,Upper Bollinger Band,Lower Bollinger Band,Relative Volume Ratio
2013-05-05T00:00:00Z,112.89,118.76,106.5,116.57,166.76431200000002,116.66822222222224,122.0111111111111,128.74622222222223,120.88849999999998,109.80239999999999,70.11979999999998,41.414199999999994,118.49954924914627,123.0582679472315,NaN,NaN,104.82,161.03208966028552,48.60791033971445,108.64489354069683,19.34883162715897,8.8973825224183,-25.330000000000013,44.19599599975216,-3.6867528176148427,1.3503225443634506,5.037075361978293,9033.94177782,300297.20463025005,298614.42686004203,NaN,NaN,NaN,NaN,NaN,4.1163510275828115,12791.874374720763,-15.098324836125284,49.47125649972402,52.995109519084124,NaN,NaN,50,-0.12629557813891498,-0.0669842258832564,52.56168039899993,52.79662056850521,NaN,NaN,0.4801762182789487
2013-05-06T00:00:00Z,116.9,123.97,105,112.71,165.05902576000003,114.80799999999999,120.22333333333333,125.46844444444446,123.11949999999997,111.1118,71.07199999999997,41.91874999999999,117.34163939931702,120.3182143577852,NaN,NaN,112.63,167.53694039883658,57.72305960116341,110.63744677034842,19.354623345387235,8.929199567527345,-24.590000000000018,38.95406455281427,-3.487567332810861,0.6776161959647169,4.165183528775578,-17251.55561449,283045.64901576005,290435.19009926205,NaN,NaN,NaN,NaN,NaN,0.4829518510322442,12220.621010459534,-12.492236024844734,48.229999307478955,52.57060836861461,NaN,NaN,50,-0.12712132600181966,-0.10423106160337076,46.40746486422408,52.0370005248789,NaN,NaN,0.9114528923476932
2013-05-07T00:00:00Z,112.67,112.95,98.77,110,163.38784524480002,112.76333333333334,117.41444444444444,122.30622222222223,124.12049999999996,112.3048,71.99599999999998,42.41039999999999,115.87331151945361,118.25377148622815,NaN,NaN,112.63,165.64073037034825,59.61926962965174,111.6337233851742,19.360828973956668,8.928931868954821,-18.80000000000001,32.1365524378141,-3.3908167393962847,-0.07333739546977824,3.3174793439265065,-14941.55263513,268104.09638063004,283612.669530972,NaN,NaN,NaN,NaN,NaN,-2.6889002056453255,11861.366218150048,-18.687167356593733,47.33209260761854,51.865980940375955,NaN,NaN,50,-0.11092210596477096,-0.11954571030943344,40.850697177626,50.5716890992943,NaN,NaN,0.8229147972347916
2013-05-08T00:00:00Z,110.92,116.29,109.41,113.16,161.750088339904,111.91244444444443,114.06444444444443,119.60555555555557,124.31349999999998,113.37979999999999,72.94089999999997,42.918199999999985,115.33064921556289,117.20541718898252,NaN,NaN,112.85,163.05710677246623,62.642893227533754,112.2418616925871,19.366570072530962,8.834200692269173,-22.120000000000005,25.545578777585902,-2.9810041335400674,-0.40877582299857806,2.5722283105414894,8261.64064246,276365.73702309007,283815.18998043204,NaN,NaN,NaN,NaN,NaN,-5.347611507298976,12098.700622060716,-21.03830856185891,48.535260436465826,51.07040260348398,NaN,NaN,50,-0.10165570622126521,-0.11733969138222693,47.59546357512128,49.26903024939775,NaN,NaN,0.49175997685413386
2013-05-09T00:00:00Z,113.16,113.95,109,111.96,160.14508657310594,111.49155555555555,110.96222222222222,116.93511111111111,124.02599999999998,114.335,73.86699999999998,43.42139999999999,114.6565193724503,116.34033375118602,NaN,NaN,111.475,158.80302771729006,64.14697228270992,111.85843084629354,19.372491295611024,8.64926951986431,-31.35000000000001,27.54104970087519,-2.667904080116215,-0.7626517896037797,1.9052522905124354,-6725.70842684,269640.02859625005,279490.54312919604,NaN,NaN,NaN,NaN,NaN,-7.9783544951755765,12027.378157301013,-19.95996568487275,48.086021038488695,50.39790058308576,NaN,NaN,50,-0.11196099274391091,-0.11070632385296715,43.296271812367095,48.17475304829799,NaN,NaN,0.5142071795597861
2013-05-10T00:00:00Z,111.96,119.98,109.2,117.9,158.57218484164383,112.8791111111111,111.08999999999997,114.75088888888888,123.59349999999999,115.2484,74.85149999999997,43.95345,115.30521549796025,115.70146700094881,1,0,112.85,158.3374543089122,67.36254569108777,112.35421542314677,19.377621281179028,8.539142366293262,-21.97999999999999,33.64453694148642,-1.970095990379047,-0.5573676974613733,1.4127282929176737,10480.13511885,280120.16371510003,275455.134946166,NaN,NaN,NaN,NaN,NaN,-9.761470432031775,12583.398187722316,0.9850107066381205,50.527078013474004,50.00149695577262,NaN,NaN,50,-0.13038387763744616,-0.11142323025542822,46.35855052090554,47.64590750186635,NaN,NaN,0.9321575332340221
2013-05-11T00:00:00Z,117.9,118.5,112.95,115.04,157.03074114481095,113.66911111111112,112.00444444444442,113.1071111111111,123.405,116.1512,75.79729999999998,44.47074999999999,115.2521723983682,115.28357360075907,NaN,NaN,114.59,157.62120757256136,71.55879242743865,113.47210771157339,19.38312200072317,8.29595980072945,-1.7099999999999937,34.22773534798132,-1.6248458039750147,-0.6183289620510948,1.0065168419239199,-4692.1049669,275428.0587482,273931.616892654,NaN,NaN,NaN,NaN,NaN,-9.498784263851478,12469.577829746624,7.705271042037267,49.324480259097754,49.70735723629025,NaN,NaN,50,-0.12686385408491868,-0.11886821684481634,43.70237648462711,47.16961722914586,NaN,NaN,0.40687276773681597
2013-05-12T00:00:00Z,115.58,117.86,113,114.5,155.52012632191472,114.16822222222221,113.82888888888887,112.38999999999996,122.94299999999998,117.1632,76.73879999999998,44.98624999999999,115.10173791869457,115.12925888060724,NaN,NaN,115.43,156.08183560309269,74.77816439690733,114.4510538557867,19.388701593737732,7.961435112837373,7.689999999999998,31.322681866633943,-1.3669103341520281,-0.7021210757661152,0.6647892583859129,-3366.70303461,272061.35571359,274723.068759246,NaN,NaN,NaN,NaN,NaN,-8.722450243940207,12453.774460147446,16.741435562805876,49.08691966932005,49.27275385569627,NaN,NaN,50,-0.0820165840142952,-0.11807884003382263,41.07595308987338,46.303331148120414,NaN,NaN,0.3732392242166076
2013-05-13T00:00:00Z,115.05,117.48,113.55,115.99,154.03972379547642,114.60044444444445,114.2033333333333,112.41777777777774,121.87799999999997,118.07860000000001,77.70049999999998,45.51344999999999,115.27939033495565,115.1190071044858,NaN,NaN,115.515,153.8245616314432,77.2054383685568,114.98302692789335,19.3940888500747,7.600925720447002,17.909999999999997,27.49668126811683,-1.0445581179622225,-0.6409083890668654,0.40364972889535716,3412.0412344,275473.39694799,274544.600744226,NaN,NaN,NaN,NaN,NaN,-6.987008951977779,12498.17569542479,2.9923637009412096,49.805287767812324,48.73826880532471,NaN,NaN,50,-0.004913372562323809,-0.09217635439969962,42.806689343565004,45.36730902964326,NaN,NaN,0.5088605108936447
2013-05-14T00:00:00Z,115.98,117.9,103.5,107,152.5889293195669,113.15977777777776,113.13999999999997,112.85333333333331,119.77799999999998,118.7164,78.56759999999998,45.99844999999999,113.62351226796451,114.91240568358864,NaN,NaN,115.43,153.06030722919726,77.79969277080275,115.20651346394668,19.40084264373545,7.375196945974835,-5.6200000000000045,27.290424485034833,-1.3651573265098116,-1.3027969292419073,0.062360397267904266,-12120.00783898,263353.38910901,273287.272846778,NaN,NaN,NaN,NaN,NaN,-6.34361146917344,11558.794106732403,-8.209659432100878,45.62259685401915,47.992010962894675,NaN,NaN,50,0.04205424184691241,-0.04311158756520738,40.914255221515674,44.53958496407845,NaN,NaN,2.113215762236821
2013-05-15T00:00:00Z,107,113,101.72,108.95,151.16715073317556,112.32177777777777,112.72222222222221,113.17977777777776,118.13049999999998,119.2992,79.45409999999998,46.49104999999999,112.68880981437161,114.3891245468709,NaN,NaN,110.7,147.25385671282604,74.14614328717397,112.95325673197334,19.407274064187636,7.273462330504281,-7.61999999999999,29.368597241388585,-1.370662979911363,-1.6509683276212996,-0.28030534770993654,10914.51829484,274267.90740385,272116.82158452796,NaN,NaN,NaN,NaN,NaN,-5.484865302993374,11757.70355229257,-3.3359950314967537,46.668812418888,47.85610329186867,NaN,NaN,50,0.015820603651401637,0.0013476263677139402,43.854970551894525,44.17894984001457,NaN,NaN,1.6017317947150023
2013-05-16T00:00:00Z,108.96,113.35,108.35,113.35,149.77380771851205,112.44733333333333,113.09444444444443,113.39777777777775,116.93299999999996,119.78020000000001,80.38259999999998,47.00509999999999,112.82104785149728,113.90289963749674,NaN,NaN,110.7,145.35715266190988,76.04284733809013,111.82662836598666,19.413040496253505,7.140975765110158,0.6400000000000006,37.20349764523155,-1.0189081873338788,-1.553940581877285,-0.5350323945434061,7515.76166261,281783.66906646,273387.94364817993,NaN,NaN,NaN,NaN,NaN,-4.340740561236823,12061.2313293966,3.04545454545454,49.05081749087732,48.09255738863879,NaN,NaN,50,-0.0388341011403248,0.01200036954899658,46.90916952535983,44.36902536679764,NaN,NaN,1.0890711348706608
2013-05-17T00:00:00Z,113.36,118.16,112.82,116.73,148.4083315641418,113.17444444444443,113.49111111111111,113.3302222222222,116.32949999999997,120.34440000000001,81.34079999999999,47.53474999999999,113.60283828119783,113.6031197099974,NaN,NaN,110.85,143.79449890034488,77.90550109965511,111.33831418299333,19.418357963162297,7.022208842458916,6.730000000000004,48.3099082625505,-0.5244407552070136,-1.1905833385521731,-0.6661425833451595,9721.36089527,291505.02996173,277276.67849780794,NaN,NaN,NaN,NaN,NaN,-2.9637654303389334,12351.113992175715,3.1548250265111415,50.86629006282445,48.629393325054174,NaN,NaN,50,-0.04943704635080294,-0.008901633246956147,50.091927500852506,45.18583281895117,NaN,NaN,1.3021179973576438
2013-05-18T00:00:00Z,117.51,118.55,115.99,118.49,147.07016493285897,114.17422222222223,114.21666666666664,113.33288888888887,115.48999999999997,120.9142,82.30859999999998,48.073199999999986,114.58027062495826,113.46329576799792,NaN,NaN,115.49,146.4470346931774,84.5329653068226,113.41415709149666,19.423462361263798,6.9230206456256465,5.329999999999998,43.612166875373674,-0.06863391409470121,-0.7519349759635361,-0.6833010618688349,3906.23090182,295411.26086355,281264.25128091994,NaN,NaN,NaN,NaN,NaN,-2.0968230078361216,12410.010303211466,5.8324401571990006,51.82883338878543,48.888267558205364,NaN,NaN,50,0.0006329247452478996,-0.02668146109760099,53.62581761230405,45.717949119945466,NaN,NaN,0.4471040459755343
2013-05-19T00:00:00Z,118.49,118.98,114.1,116.38,145.7587616342018,114.60688888888888,114.04777777777775,113.51444444444444,114.14349999999997,121.3996,83.24839999999999,48.60009999999999,114.94021649996661,113.72663661439833,NaN,NaN,116.53999999999999,145.98296078652186,87.09703921347813,114.97707854574833,19.428835675565633,6.8905258485518255,4.420000000000002,37.40372869389058,0.09222914135268867,-0.568014635177974,-0.6602437765306627,-4800.3614319,290610.89943165,286715.75334544794,NaN,NaN,NaN,NaN,NaN,-0.9515782011227181,12324.528299487025,-1.2892281594571757,50.55028029246247,48.96534068625811,NaN,NaN,50,0.040426169776076507,-0.01600269576255973,49.580898903609935,45.50503615598904,NaN,NaN,0.5432992117399084
2013-05-20T00:00:00Z,117.27,118.94,114.03,116.55,144.47358640151776,115.10733333333332,114.21555555555554,113.81311111111108,112.97699999999995,121.80760000000001,84.18249999999998,49.128599999999985,115.26217319997329,114.24130929151868,NaN,NaN,116.53999999999999,144.58132073034173,88.49867926965825,115.75853927287416,19.434192702545907,6.863015014214534,-1.3500000000000085,46.40702726490057,0.205088503410911,-0.4038831472670239,-0.6089716506779349,4541.30988594,295152.20931759,290892.6137281959,NaN,NaN,NaN,NaN,NaN,0.03492510690088684,12331.161936543305,1.312586926286501,50.655897271328904,49.13861911224739,NaN,NaN,50,0.030648071390257093,0.010554869013683826,53.5025983414019,46.01183140435888,NaN,NaN,0.616050946198193
2013-05-21T00:00:00Z,117.81,118.56,116.9,117.5,143.21411467348742,115.76422222222222,114.54888888888887,114.10399999999997,113.01449999999997,122.06360000000001,85.12049999999998,49.66274999999999,115.70973855997863,114.81904743321495,NaN,NaN,116.53999999999999,142.86551210674588,90.2144878932541,116.14926963643708,19.43943478834201,6.823656996737871,2.4599999999999937,55.53736710771162,0.3312541457818994,-0.19490396845056068,-0.5261581142324601,3656.25472322,298808.46404081,294297.57272306585,NaN,NaN,NaN,NaN,NaN,1.1940901288998638,12360.964098594433,2.6200873362445414,51.282104096296486,49.4207627900101,NaN,NaN,50,-0.0032816305601845097,0.0232499627529551,57.46330714683269,47.19844640215937,NaN,NaN,0.5996804578479078
2013-05-22T00:00:00Z,117.25,119.48,117,119.11,141.97983238001765,116.67644444444441,114.89555555555555,114.38488888888887,113.62949999999998,122.1258,86.07219999999998,50.20499999999999,116.38979084798291,115.37643794657197,NaN,NaN,117.73,142.5294040991212,92.93059590087881,116.93963481821854,19.444485825001525,6.798192239334623,4.609999999999999,55.24033572244228,0.5005107583311098,0.09948033368142717,-0.40103042464968264,7275.60471179,306084.0687526,297213.3804812399,NaN,NaN,NaN,NaN,NaN,1.5005883836261593,12460.655363155982,2.689887059229248,52.38494728194649,49.695740421830145,NaN,NaN,50,-0.02029450119539227,0.012477425040138233,61.51284078535835,48.19254477431915,NaN,NaN,1.3662841706998186
2013-05-23T00:00:00Z,118.45,123.9,118.36,123.84,140.7702357324173,118.46533333333335,116.76666666666665,114.89488888888889,114.91749999999999,121.927,87.05589999999998,50.77099999999999,117.87983267838632,116.03635035725756,NaN,NaN,118.24000000000001,142.05944666346969,94.42055333653033,117.58981740910927,19.44901788741938,6.866022984583001,7.8500000000000085,64.00737084821645,0.8858735907140554,0.7063115637428865,-0.17956202697116883,10212.79546125,316296.86421385,301390.5011512999,NaN,NaN,NaN,NaN,NaN,1.4671824338703965,12866.217637790458,15.73831775700935,55.56729712919896,50.230117285452316,NaN,NaN,50,0.0037007515372350997,-0.002133906763943562,66.05345467191347,49.81805783571532,NaN,NaN,2.111847835207576
2013-05-24T00:00:00Z,123.84,129.94,122.52,128.7,139.58483101776895,120.852,118.9611111111111,115.87755555555555,115.72149999999999,121.801,88.09289999999999,51.360600000000005,120.04386614270905,117.05708028580607,NaN,NaN,121.13,144.30805761607897,97.95194238392101,119.35990870455464,19.453087694560107,6.9305614370426705,21.69999999999999,65.4517450068119,1.3927634697494338,1.5613923102156235,0.16862884046618967,13193.58203435,329490.4462482,309166.4105146099,NaN,NaN,NaN,NaN,NaN,2.064646381409557,13383.989025766401,18.127581459385027,58.62700802361928,50.8086837147484,NaN,NaN,50,0.09581845545489398,0.009891554263065854,70.4494532011019,51.53883659858649,NaN,NaN,2.1638524008589686
2013-05-25T00:00:00Z,128.65,129.73,126.03,128.97,138.42313439741358,122.85377777777778,120.69666666666664,117.17377777777776,116.3415,121.54440000000001,89.10859999999998,51.951750000000004,121.82909291416723,118.37046422864485,0,1,126.22999999999999,148.28105350064476,104.17894649935522,122.79495435227732,19.45713673891525,6.9342066237676585,20.019999999999996,70.44264033887055,1.6531546756038504,2.2350721849710027,0.5819175093671524,5146.7051988,334637.15144700004,317063.3989404919,NaN,NaN,NaN,NaN,NaN,3.102316444298929,13394.786309400248,13.780326422584919,58.796762478559096,51.48527530185279,NaN,NaN,50,0.2211396423295719,0.0666472591864063,74.29065752710325,53.72371381590621,NaN,NaN,0.6618782393586418
2013-05-26T00:00:00Z,128.98,130.29,127.97,129.5,137.2846717094653,124.61444444444443,122.11555555555555,118.68711111111108,117.181,121.3144,90.13359999999999,52.54525,123.36327433133378,119.90117138291589,NaN,NaN,127.88,148.68740682202727,107.0725931779727,125.33747717613866,19.461142365831098,6.934939491365647,16.150000000000006,74.02592810386867,1.7582198699824456,2.7796923468452093,1.0214724768627637,3916.06467513,338553.21612213005,325012.3493567559,NaN,NaN,NaN,NaN,NaN,3.9403093232587008,13410.879309926098,10.939775550415485,59.15107109474144,52.20414326081146,NaN,NaN,50,0.3311341065351755,0.16145850894022373,77.7595115427349,56.34396799111061,NaN,NaN,0.49589342974029016
2013-05-27T00:00:00Z,130.27,130.6,120.33,126.25,136.168978275276,125.44133333333335,122.97777777777777,120.30355555555552,117.9935,120.54,91.12109999999998,53.12245000000001,123.94061946506703,121.41133710633271,NaN,NaN,127.88,148.6683063347396,107.09169366526038,126.60873858806933,19.465449076305976,7.149270056189902,9.519999999999996,67.59929278478084,1.51518393046578,2.9154523899449885,1.4002684594792085,-7413.81180555,331139.40431658004,330023.4164695519,NaN,NaN,NaN,NaN,NaN,4.179936595853249,13224.8183958872,6.549075871381556,55.972601652867326,52.64466568117253,NaN,NaN,50,0.34214988131569957,0.25708597241668135,67.4592590997779,58.104865830840104,NaN,NaN,0.9326780791563277
2013-05-28T00:00:00Z,126.2,127.11,123,125.92,135.07559870977047,126.02977777777777,124.03777777777776,121.75777777777776,118.6315,119.34639999999999,92.11049999999997,53.69805,124.33649557205362,122.70266968506617,NaN,NaN,125.465,145.3555701679725,105.5744298320275,126.03686929403466,19.469791328533347,7.382865732174103,7.430000000000007,70.84852077863638,1.249599457290366,2.962267781092166,1.7126683238018,-6072.75780465,325066.64651193004,331777.37292916793,NaN,NaN,NaN,NaN,NaN,4.140414113822969,13208.945048754253,8.197284756831078,55.645636249342914,53.360597066552806,NaN,NaN,50,0.24783992723965376,0.30259125754516264,58.665610997308534,59.37281981482531,NaN,NaN,0.761322370538196
2013-05-29T00:00:00Z,125.99,130.4,125.53,130.35,134.00408673557507,127.29222222222221,125.5711111111111,123.07977777777776,119.55100000000002,117.3734,93.14479999999998,54.295750000000005,125.5391964576429,123.80173574805295,NaN,NaN,125.465,144.63052944168876,106.29947055831124,125.75093464701733,19.47373342315614,7.615645416687016,13.969999999999999,81.02294566954345,1.2847283668376637,3.3185787823488795,2.033850415511216,9946.83923697,335013.48574890004,332881.9808293079,NaN,NaN,NaN,NaN,NaN,4.597280042189712,13558.885469813473,11.84041184041184,59.09967743057828,54.24851599595926,NaN,NaN,50,0.18493525442276068,0.28267482967810714,63.91391952941896,60.80560188464848,NaN,NaN,1.391441831612342
2013-05-30T00:00:00Z,130.01,131,124.9,126.81,132.95400500086356,127.54,126.60555555555554,124.26155555555553,119.99650000000001,116.66959999999999,94.11899999999997,54.87570000000001,125.79335716611432,124.59458859844236,NaN,NaN,127.95,146.6179916244253,109.28200837557473,126.85046732350867,19.477997267304627,7.878363988683433,10.260000000000005,71.75133791276446,0.9949421469543451,3.2775280992041473,2.282585952249802,-9432.35613184,325581.12961706007,331070.7764633199,NaN,NaN,NaN,NaN,NaN,4.83610887152826,13302.72481997294,7.923404255319151,55.38783312250125,54.701159969646675,NaN,NaN,50,0.18087171342862135,0.23142865967819162,56.91435062548413,61.52025767751451,NaN,NaN,1.4513023535464966
2013-05-31T00:00:00Z,126.78,129.87,125.06,127.91,131.9249249008463,127.8008888888889,127.58333333333331,125.35511111111109,120.64000000000001,117.5598,95.09809999999997,55.4609,126.21668573289145,125.16527087875389,NaN,NaN,127.95,145.9717065083949,109.9282934916051,127.40023366175433,19.482162014554557,8.181852279272594,10.409999999999997,70.77726367125128,0.8105427767962636,3.2957644232451315,2.485221646448868,5633.94849623,331215.0781132901,329603.14886155195,NaN,NaN,NaN,NaN,NaN,5.285777580859576,13351.595913308269,7.388128620602802,56.306163450843826,55.08972235450521,NaN,NaN,50,0.2045728452876963,0.19733778470501898,60.67806871946362,62.27641062170101,NaN,NaN,0.765860283352689
2013-06-01T00:00:00Z,127.76,128.86,127.09,128.77,131,128.03822222222223,128.1311111111111,126.38577777777778,121.35350000000001,117.93719999999999,96.08580000000002,56.050399999999996,126.72734858631316,125.72261670300311,NaN,NaN,127.95,144.93729890065242,110.9627010993476,127.67511683087716,19.486252111656462,8.408804786848684,9.66000000000001,70.72075172970737,0.684700731792085,3.341097561188974,2.656396829396889,3406.4851734,334621.5632866901,330299.580655574,NaN,NaN,NaN,NaN,NaN,5.515173691851869,13374.49933953862,3.9809431524547856,57.05054182622122,55.46270152860776,NaN,NaN,50,0.21097965613164826,0.1944673379978407,62.90884788812079,62.939484212830784,NaN,NaN,0.44240396432960266
2013-06-02T00:00:00Z,128.77,128.8,117.02,123,130.01,127.012,127.49777777777776,127.07777777777775,121.70400000000002,118.56439999999999,97.01180000000002,56.61055,125.98187886905052,126.05169336240249,NaN,NaN,127.465,144.9217775506058,110.0082224493942,127.57005841543858,19.49090971843624,8.80994658046438,-0.8400000000000034,63.694883212879986,0.17748644911412814,2.878254890789549,2.7007684416754207,-15138.12901176,319483.4342749301,329182.938208174,NaN,NaN,NaN,NaN,NaN,5.094291529252148,12696.18137419067,-4.428904428904421,50.79767154260207,55.48037233218916,NaN,NaN,50,0.16251448435689422,0.19574853343736742,58.694182543930495,63.59043304428225,NaN,NaN,2.1944159852759917
2013-06-03T00:00:00Z,123.35,125.01,117,123.22,129.03979999999999,126.15644444444446,126.85888888888887,127.33533333333332,122.51500000000001,119.2066,97.94860000000003,57.171400000000006,125.42950309524042,126.02975468992199,NaN,NaN,122.91,140.26415058270538,105.55584941729461,125.24002920771929,19.495548203419727,9.144710832354434,-5.47999999999999,57.26131185097204,-0.16031227415144178,2.5003780989861184,2.66069037313756,8850.29223025,328333.7265051801,327846.98635943,NaN,NaN,NaN,NaN,NaN,4.347163023501366,12712.011165171605,-4.45840117856866,51.018109682857954,55.50624464729838,NaN,NaN,50,0.07041907336856307,0.17033003327222407,62.10984238938691,64.20523619056691,NaN,NaN,1.0159260515715822
2013-06-04T00:00:00Z,123.22,123.66,116.32,120.57,128.8,124.89866666666668,125.86666666666663,127.18755555555553,123.096,120.13799999999999,98.85650000000001,57.716950000000004,124.45760247619233,125.7626037519376,NaN,NaN,121.005,138.16813982679787,103.84186017320212,123.12251460385964,19.50048332802378,9.488083543841318,-8.400000000000006,52.09443722866536,-0.5570079506986683,1.9644304347642247,2.521438385462893,-7975.85871798,320357.86778720014,326802.333993458,NaN,NaN,NaN,NaN,NaN,3.110231166881282,12540.480361709124,-6.895752895752901,48.215908492273726,55.287230675582464,NaN,NaN,50,-0.038588592978045594,0.10637636310075288,55.5132842298375,64.06594883935296,NaN,NaN,0.9391935041387269
2013-06-05T00:00:00Z,120.58,122.74,119.65,121.2,127.85400000000001,123.96533333333332,125.30555555555553,126.73199999999997,123.48850000000002,121.20019999999998,99.76420000000002,58.265100000000004,123.80608198095386,125.28048300155008,NaN,NaN,121.005,137.38362983916943,104.62637016083055,122.06375730192983,19.505351454766323,9.752627237673241,-8.299999999999997,51.098750623495974,-0.7592321825534154,1.5723981572711239,2.3316303398245393,4733.02694893,325090.89473613014,325577.497318026,NaN,NaN,NaN,NaN,NaN,1.9464833224937295,12565.211281322841,-3.999999999999998,48.93401036896754,55.040735181798254,NaN,NaN,50,-0.1123790345136209,0.01896606843738471,60.55292441128035,63.99738338406166,NaN,NaN,0.5771320575094895
2013-06-06T00:00:00Z,120.98,121.33,118.43,118.78,126.92692000000001,122.66022222222225,124.51222222222219,126.00822222222219,123.59100000000001,121.77619999999999,100.64100000000002,58.80145,122.80086558476309,124.49518640124006,NaN,NaN,119.99,135.6130134220859,104.36698657791408,121.0268786509649,19.51050792076978,9.738649297521874,-7.469999999999999,44.216539441223034,-1.021877982942303,1.0542828611466604,2.0761608440889634,-4936.97817069,320153.91656544013,322683.96797377605,NaN,NaN,NaN,NaN,NaN,1.126615286550409,12466.634654482332,-5.670266836086404,46.27919110885107,54.377299037487695,NaN,NaN,50,-0.13652038489348683,-0.06133942775137613,52.47149856806285,63.02724366235805,NaN,NaN,0.6155251055256814
2013-06-07T00:00:00Z,118.78,119.16,107,110.18,126.01838160000001,119.79377777777778,122.2711111111111,124.96288888888884,123.17550000000003,121.79379999999999,101.42970000000001,59.29410000000001,120.27669246781048,123.35414912099206,NaN,NaN,119.88,136.12422674907978,103.63577325092022,120.45343932548245,19.516875822863074,9.95720710156367,-15.739999999999995,30.691901341184575,-1.7006906208354646,-0.04970243195536739,1.6509881888800972,-18261.47609611,301892.4404693301,319165.769212656,NaN,NaN,NaN,NaN,NaN,0.10298218435323521,11144.45335774428,-15.47372458764863,38.322298933479175,52.92696267390625,NaN,NaN,50,-0.1579020861842656,-0.11571491966275445,42.42479585306496,61.02548242321256,NaN,NaN,2.193081502563543
2013-06-08T00:00:00Z,110.17,112.46,108.44,109.11,125.128013968,117.16155555555557,120.30444444444441,123.65199999999996,122.81200000000004,121.62179999999998,102.1855,59.781400000000005,118.04335397424838,121.87691929679366,1,0,113.08,128.73821055271694,97.42178944728306,116.76671966274122,19.523427155003002,10.077618985184243,-21.239999999999995,26.040351672838852,-2.120340863335575,-0.9994378902893715,1.1209029730462035,-5055.0071139,296837.43335543014,312866.510582706,NaN,NaN,NaN,NaN,NaN,-1.2658301653567008,11095.362255803157,-13.957889756328367,37.45934443722872,51.4028613852398,NaN,NaN,50,-0.20832057882287452,-0.15159075924866672,33.872098930502915,58.138442523455396,NaN,NaN,0.564708952361696
2013-06-09T00:00:00Z,109.11,110,90,100.17,124.25545368864,113.13466666666667,117.2222222222222,121.92311111111107,121.99300000000002,121.0942,102.84170000000002,60.2239,114.4686831793987,119.87913543743491,NaN,NaN,110.44999999999999,127.84690979895143,93.05309020104855,113.6083598313706,19.531739650269397,10.487471089520268,-26.64,18.728822705520557,-2.85296670657888,-2.445305410177397,0.4076612964014832,-30734.49888606,266102.9344693702,302015.52391914,NaN,NaN,NaN,NaN,NaN,-2.828145719974489,8577.11076610124,-21.68712375889297,31.1482048198651,49.40265665132006,NaN,NaN,50,-0.2794256863363836,-0.19139856687402512,25.835109576822884,54.42955666874739,NaN,NaN,3.7515549158276613
2013-06-10T00:00:00Z,100.17,107.9,93.1,104.22,123.40034461486721,110.53422222222223,114.49444444444443,119.76088888888884,121.32900000000004,120.80239999999999,103.54230000000001,60.6856,112.41894654351896,117.60170834994793,NaN,NaN,100.5,118.76855909902633,82.23144090097367,107.0541799156853,19.53920163932147,10.936421713698167,-23.689999999999998,26.56195725866361,-2.9078601945018456,-3.227163946725824,-0.3193037522239782,13536.55840742,279639.4928767902,292925.24354727205,NaN,NaN,NaN,NaN,NaN,-4.312678846577151,9124.410971252992,-19.064999611710807,36.377693336547445,48.00302034301149,NaN,NaN,50,-0.3156778662645492,-0.24151208046122186,42.182703468665466,52.624088409382225,NaN,NaN,1.0621742536411063
2013-06-11T00:00:00Z,104.21,108,102.97,107.36,122.56233772256986,109.10733333333333,112.75666666666665,117.40977777777773,120.74150000000002,120.4748,104.27260000000003,61.1616,111.40715723481516,115.32296667995834,NaN,NaN,100.5,118.18223344909589,82.81776655090411,103.77708995784265,19.546083828284072,11.281336982690993,-21.41000000000001,30.30200555853756,-2.5865330371146644,-3.552470048617309,-0.9659370115026443,5234.35334037,284873.8462171602,285869.229477616,NaN,NaN,NaN,NaN,NaN,-5.704120855268874,9282.114574100447,-12.715447154471544,40.171797161931266,46.8977461224821,NaN,NaN,50,-0.30108931543793843,-0.2832694999104464,53.03758852099004,52.22208680393089,NaN,NaN,0.3608678441483764
2013-06-12T00:00:00Z,107.35,111.18,105.01,106.56,121.74109096811847,107.86800000000001,110.90555555555554,115.13666666666663,119.87750000000003,119.8602,104.97300000000001,61.63315000000001,110.43772578785213,113.35517334396668,NaN,NaN,105.485,122.78564534558903,88.18435465441097,104.63104497892132,19.55311978015722,11.287560520212386,-16.439999999999998,28.271481488722074,-2.29178893185855,-3.8306731763258313,-1.5388842444672817,-7612.6205526,277261.22566456016,280942.98651666206,NaN,NaN,NaN,NaN,NaN,-6.6040160387722615,9225.38863853711,-13.52053238110696,39.52507531964224,45.49956025741523,NaN,NaN,50,-0.2621515508441303,-0.2958519334309148,43.961460627320584,50.79691116806673,NaN,NaN,0.5226876252986835
