time,open,high,low,close,Shapes,Shapes,Jaw,Teeth,Lips,VWAP,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Upper Band #3,Lower Band #3,%R,CCI Turbo Histogram,CCI Turbo,CCI 14
2013-02-14T00:00:00Z,25,27.5,22.42,27.4,1,0,17.89536082658342,20.07523828769734,21.890160577591075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.2500000000000178,167.3245614035087,148.09590973201682,167.3245614035087
2013-02-15T00:00:00Z,27.4,27.56,26.72,27,0,0,18.167256147615465,20.48145850173517,22.48412846207286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.947890818858546,126.55899506505153,87.50576302443528,126.55899506505153
2013-02-16T00:00:00Z,27.43,27.58,26.71,27.5,0,1,18.479005674721968,20.865026189018273,23.084302769658287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.9987515605492924,120.80624187256173,77.34757454383629,120.80624187256173
2013-02-17T00:00:00Z,27.36,27.5,25.25,26.98,1,0,18.816774468974124,21.364397915390988,23.459442215726632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.8124999999999725,90.57930607187107,31.86397984886629,90.57930607187107
2013-02-18T00:00:00Z,26.81,27,26.29,26.92,0,0,19.163561048283807,21.879473175967114,24.195553772581306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.799999999999955,76.32076520965416,13.333333333333453,76.32076520965416
2013-02-19T00:00:00Z,26.92,29.5,26.7,29.39,0,0,19.50097942918505,22.264539028971225,24.785443018065045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.199563794983636,133.95847287340933,200.0000000000002,133.95847287340933
2013-02-20T00:00:00Z,29.39,30.07,29.21,30,0,0,19.913211780786202,22.873971650349823,25.103354414452035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.7633587786259571,132.864007151637,117.63005780346825,132.864007151637
2013-02-21T00:00:00Z,30,30.14,29.6,30,0,0,20.34181087457188,23.407850194056095,25.41168353156163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.6806722689075695,118.22653593476616,76.84605757196499,118.22653593476616
2013-02-22T00:00:00Z,29.96,31.49,29.9,30.4,0,1,20.697056191912505,23.778743919799084,25.9493468252493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-11.783783783783782,121.87823602928046,72.64386989157624,121.87823602928046
2013-02-23T00:00:00Z,30.37,30.44,27.67,29.54,1,0,21.19266725407308,24.1370259298242,26.687477460199442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-21.499448732083795,80.14803066349452,13.44195519348263,80.14803066349452
2013-02-24T00:00:00Z,29.55,30.37,29.08,29.78,0,0,21.650539003759768,24.632397688596175,27.32398196815955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-18.85336273428884,75.04952802703649,-16.96252465483124,75.04952802703649
2013-02-25T00:00:00Z,29.79,30.49,29.78,30.43,0,0,22.01395908039363,25.25834797752165,27.99818557452764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-11.686879823594257,86.54920498495918,103.84615384615584,86.54920498495918
2013-02-26T00:00:00Z,30.43,32,29.85,31.1,0,0,22.370192997286424,25.834804480331446,28.209548459622113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.39457202505218,100.66056910569118,136.65389527458592,100.66056910569118
2013-02-27T00:00:00Z,31.01,31.77,30.45,31.31,0,0,22.810947382110548,26.442328920290013,28.512638767697688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.202505219206695,103.7828668363019,113.24786324786362,103.7828668363019
2013-02-28T00:00:00Z,31.31,34.42,31.31,33.53,0,0,23.336259121948196,26.768912805253763,28.837111014158147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.705561613958565,184.26465709275325,166.82821755519652,184.26465709275325
2013-03-01T00:00:00Z,33.53,34.75,33.25,34.55,0,0,23.83885457410603,27.13842370459704,29.25468881132652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.105263157894767,193.85812764064917,122.59970457902517,193.85812764064917
2013-03-02T00:00:00Z,34.55,34.77,33.6,34.16,0,0,24.366250376097874,27.51299574152241,29.625751049061215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.407563025210151,142.13989270169026,70.07092198581572,142.13989270169026
2013-03-03T00:00:00Z,34.29,34.34,33.91,34.33,0,0,24.726923424090348,27.93949627383211,30.273600839248974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.1886792452830734,121.78835489833618,59.574468085106325,121.78835489833618
2013-03-04T00:00:00Z,34.33,37,34.24,36.52,0,0,25.111390853006476,28.335809239603094,31.018880671399177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.660194174757251,156.0739169948501,148.98785425101252,156.0739169948501
2013-03-05T00:00:00Z,36.56,41,36.53,40.75,0,0,25.497822325852134,28.90195808465271,31.65210453711934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.8754688672168045,208.51608187134502,170.61769616026737,208.51608187134502
2013-03-06T00:00:00Z,40.66,49.17,40.66,42.32,0,1,25.91529753155582,29.53921332407112,32.146683629695474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-31.860465116279077,189.23547400611616,117.72009029345382,189.23547400611616
2013-03-07T00:00:00Z,42.31,46,33,41.68,1,0,26.31489002912845,30.11993665856223,32.84134690375638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-34.83720930232559,141.66225100578936,68.62546437014528,141.66225100578936
2013-03-08T00:00:00Z,41.68,44.37,40.56,43.76,0,0,26.818744642272414,30.62056957624195,34.02607752300511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-25.162790697674435,138.1338910744815,86.53487504662449,138.1338910744815
2013-03-09T00:00:00Z,43.77,46,42,46,0,0,27.371148900559152,31.245498379211707,36.20386201840408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-15.77899452463913,137.78562495402034,126.78344757552712,137.78562495402034
2013-03-10T00:00:00Z,45.76,47,45,45.29,0,0,27.895291292823835,32.185436081810245,36.863089614723265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-20.010314595152153,104.70568741974228,77.28155339805863,104.70568741974228
2013-03-11T00:00:00Z,45.97,48.38,45.6,48.25,0,1,28.37449965491431,33.77663157158396,37.98347169177861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.761904761904771,121.2497128417183,125.63667232597655,121.2497128417183
2013-03-12T00:00:00Z,48.15,48.25,36,44.84,1,0,28.93184583530552,34.49205262513597,39.18677735342289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-23.130341880341867,68.20840419795078,-5.615550755939023,68.20840419795078
2013-03-13T00:00:00Z,44.29,47.09,44.2,46.99,0,0,29.688242309512784,35.48867104699397,40.549421882738315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-12.2060470324748,89.21166809290037,61.768707482993854,89.21166809290037
2013-03-14T00:00:00Z,46.99,47.97,46.8,46.95,0,0,30.859531362627187,36.55258716611972,41.83753750619066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-13.729128014842292,80.61618917689856,37.18371837183806,80.61618917689856
2013-03-15T00:00:00Z,46.95,47.29,46.9,46.9,0,0,31.524182796271248,37.733513770354755,41.895030004952524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-14.038342609771199,71.85027496895498,24.688561721404497,71.85027496895498
2013-03-16T00:00:00Z,46.93,47,46.58,46.74,1,0,32.365784119635,38.89057454906041,42.64502400396202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-15.027829313543595,63.12172637754034,-3.878583473861061,63.12172637754034
2013-03-17T00:00:00Z,46.7,47.24,46.7,47.24,0,0,33.26072380274,39.29487773042786,43.59301920316962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-11.935683364254789,69.10753931852321,71.1864406779665,69.10753931852321
2013-03-18T00:00:00Z,47.24,51.1,46.98,50.35,0,0,34.240668125606156,40.08864301412437,44.2934153625357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.143646408839778,150.3953712632593,200.00000000000128,150.3953712632593
2013-03-19T00:00:00Z,49.87,60,48,59.41,0,0,35.22138596209799,41.00068763735882,44.79273229002855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.185185185185198,328.8878150922122,185.76838119280572,328.8878150922122
2013-03-20T00:00:00Z,59.46,67.99,58.86,64.2,0,0,35.75243319578276,41.76247668268897,45.228185832022845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-10.831666190340076,257.1314182764483,125.66529737453129,257.1314182764483
2013-03-21T00:00:00Z,65.13,76.91,64.61,72.23,0,1,36.51339987303024,42.39091709735285,45.99054866561828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-11.439745783427018,229.47046279565689,120.63676955930899,229.47046279565689
2013-03-22T00:00:00Z,70.87,74.47,65,69.9,0,0,37.34967680587407,42.96330246018374,47.59243893249462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-17.135174773893894,145.71954140999313,75.77539022906967,145.71954140999313
2013-03-23T00:00:00Z,68.81,72,50.09,63.9,1,0,38.09931705157606,43.722889652660776,50.758951145995695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-31.80151552187729,77.72739229612517,6.7245119305857814,77.72739229612517
2013-03-24T00:00:00Z,64.37,71,63.36,70.22,0,0,38.767831124531746,45.007528446078176,54.75916091679655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-16.35296993400146,102.92256703826449,57.59527643585615,102.92256703826449
2013-03-25T00:00:00Z,70.22,80,69.25,75.11,0,0,39.398767191875464,47.3097123903184,57.75432873343724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-11.113636363636365,113.39220014716699,112.2840690978887,113.39220014716699
2013-03-26T00:00:00Z,74.3,86,74.3,79.81,0,0,40.14040048480812,50.2409983415286,58.41246298674979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-14.808612440191384,122.63854809116435,137.45496469231884,122.63854809116435
2013-03-27T00:00:00Z,79.81,89.99,78.75,89.3,0,0,41.20652352443827,52.67774854883753,60.16597038939983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.5894955079474724,152.31556225790231,145.2072968490879,152.31556225790231
2013-03-28T00:00:00Z,89.4,97,80,88.52,0,1,42.91563709948147,53.72365498023284,63.057776311519866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-16.818722729075773,126.42019837691606,88.51239669421494,126.42019837691606
2013-03-29T00:00:00Z,88.96,94,84,90,0,0,45.05751116875213,55.405698107703735,66.4762210492159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-13.88337961126537,118.32811337405478,73.47703842549221,118.32811337405478
2013-03-30T00:00:00Z,90.49,95,89.31,92.11,0,0,46.95577954038659,57.808110844240765,70.05497683937271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.721669980119286,114.08047497281258,75.48412856857655,114.08047497281258
2013-03-31T00:00:00Z,92.12,96.15,92.12,96.15,0,0,48.03956572958762,60.60084698871067,73.74398147149817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.6993202718912321,117.11475217289181,132.52544837615136,117.11475217289181
2013-04-01T00:00:00Z,95.5,106.5,93.7,104.7,0,0,49.51190682731165,63.57199111512184,76.79518517719853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.076923076923072,140.98136295938494,161.4077088819729,140.98136295938494
2013-04-02T00:00:00Z,103.73,116,100.1,116,0,0,51.443683225210755,66.68799222573162,79.86714814175882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,166.0511180934532,145.43017957652094,166.0511180934532
2013-04-03T00:00:00Z,116,158.41,110,133.78,0,1,53.651861438656084,69.47699319751517,82.72071851340705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-22.73818316100443,207.953216374269,145.74614065180108,207.953216374269
2013-04-04T00:00:00Z,133.87,150,119,135,0,0,56.014795174144076,72.31174404782577,86.19657481072564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-21.61189069423929,162.99592758741366,96.02846148261094,162.99592758741366
2013-04-05T00:00:00Z,134.67,144,127.09,141.8,0,0,58.5136570838253,75.03965104184755,90.5672598485805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-15.334194977843415,145.25474797878587,87.74849745723532,145.25474797878587
2013-04-06T00:00:00Z,141.8,150.03,138.5,141,0,0,60.85876038506951,78.17219466161662,99.2948078788644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-18.31667543398211,116.16895911847415,66.9086948629515,116.16895911847415
2013-04-07T00:00:00Z,141,165.1,140.65,164.97,0,0,63.266163432371854,81.90692032891454,106.33584630309151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.13562858633280694,150.1510156932353,166.44970101074247,150.1510156932353
2013-04-08T00:00:00Z,164.97,198,162,185.6,0,0,65.6406893221894,88.44418028780021,112.17767704247322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-10.024252223120456,163.76537723235955,141.3813853971651,163.76537723235955
2013-04-09T00:00:00Z,185.6,235.29,164.34,229,0,0,68.29140552817483,94.20115775182518,118.59514163397857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.0181423278395245,205.12944663306706,152.83447632187645,205.12944663306706
2013-04-10T00:00:00Z,228.94,259.34,70,162,0,1,71.34975894908446,99.36913803284705,125.45111330718287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-51.41016161402767,58.94562248445982,-23.86638107824817,58.94562248445982
2013-04-11T00:00:00Z,162,179,50,83.4,0,0,76.18477749146258,104.98112077874116,136.3608906457463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-84.04509410528327,-106.47744963111704,-159.02244082385494,-106.47744963111704
2013-04-12T00:00:00Z,81.02,112,45,109.9,1,0,80.67056383827315,110.96785568139852,149.05171251659704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-69.72100401231687,-56.08859486018661,-77.60374116122482,-56.08859486018661
2013-04-13T00:00:00Z,109.9,119,85,91.64,0,0,84.89167431225215,119.5968737212237,152.17537001327761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-78.24017915461417,-96.10863951576177,-71.2473427964068,-96.10863951576177
2013-04-14T00:00:00Z,90.44,99.99,81.94,91.11,0,0,89.45885321130967,129.62413950607075,144.64029601062208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-78.487449846039,-95.50725989491035,-54.289937184382296,-95.50725989491035
2013-04-15T00:00:00Z,91.79,99.8,60,74,0,0,94.33701834890122,134.0048720678119,131.41223680849765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-86.47009424279182,-118.91657638136518,-82.51902774367787,-118.91657638136518
2013-04-16T00:00:00Z,73.99,82,49.8,68.09,1,0,100.92647847590882,131.56676305933541,125.52978944679812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-89.22739572641596,-110.80198573239102,-108.7949176096883,-110.80198573239102
2013-04-17T00:00:00Z,67.85,101.12,60,89.98,0,0,108.53328782391584,124.93341767691848,118.61683155743849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-79.01464962209573,-61.408314436885846,15.39867953275785,-61.408314436885846
2013-04-18T00:00:00Z,89.98,111.23,78.92,109.3,0,0,112.8514964528454,122.06674046730367,110.8734652459508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-70.00093309694877,-25.380676735793386,134.573326520184,-25.380676735793386
2013-04-19T00:00:00Z,109.3,140.2,100,117.71,0,1,112.97830441801115,118.17902290889072,101.87877219676064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-66.07726042735841,-8.640966021496244,119.28309385509034,-8.640966021496244
2013-04-20T00:00:00Z,118.11,129.79,114.27,126.55,0,0,110.32612715508722,113.39414504527937,97.61501775740851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-61.95297191378183,8.78184139167854,95.30002469339048,8.78184139167854
2013-04-21T00:00:00Z,126.55,129,101,118.81,0,0,109.68565583546514,107.45737691461945,97.1070142059268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-65.56405710553325,0.9052376533343514,52.75555271074706,0.9052376533343514
2013-04-22T00:00:00Z,118.91,125.01,116,123.74,0,0,108.24560538658321,104.09520480029201,101.70561136474143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-63.26397312680787,23.54486453075105,63.852691218130445,23.54486453075105
2013-04-23T00:00:00Z,123.73,138.87,121.12,137.29,0,0,106.0651742029999,102.96767920025552,105.77048909179314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-56.942241298870954,95.46180263663793,144.22094508301402,95.46180263663793
2013-04-24T00:00:00Z,137.3,161,134.98,149,0,0,102.97554541815376,105.10921930022359,107.61639127343452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-22.388059701492537,141.20173709206458,140.95837705491437,141.20173709206458
2013-04-25T00:00:00Z,150,170.28,123.2,141.9,0,1,101.25127269368039,107.22431688769564,110.19411301874761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-22.65325670498084,103.82233610933172,61.04811868900554,103.82233610933172
2013-04-26T00:00:00Z,141.9,142.53,126.68,137.3,0,0,100.77617479416652,108.19627727673368,114.1542904149981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-27.373837981407693,76.08494747364259,19.604428411494155,76.08494747364259
2013-04-27T00:00:00Z,137.3,148.61,125.76,128.8,0,0,102.26262288692293,109.73486761714197,120.92143233199849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-34.4289508632138,43.95500319560767,-74.87170998179106,43.95500319560767
2013-04-28T00:00:00Z,128.8,148.18,121.57,135.28,1,0,103.78319035715961,112.26738416499923,126.08514586559879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-29.050464807436917,59.20224033060639,-41.47924878275002,59.20224033060639
2013-04-29T00:00:00Z,135.31,151.65,123.96,143.31,0,1,104.64602186814734,116.73271114437432,127.78911669247904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-22.385458167330675,82.44393276148548,49.28419128845556,82.44393276148548
2013-04-30T00:00:00Z,143.32,144.99,133.89,139.88,0,0,105.86594326290525,120.48362225132753,129.66829335398324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-27.566195139644545,62.65097431752878,36.018557570644695,62.65097431752878
2013-05-01T00:00:00Z,139.87,140.3,104.9,116.75,0,0,107.72202455037407,122.24879446991159,130.7096346831866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-58.59238178633976,-89.5385336144294,-155.89918045461638,-89.5385336144294
2013-05-02T00:00:00Z,116.75,127.24,93.01,106.81,0,0,110.81956112342223,124.11582016117265,132.1287077465493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-82.14054613692248,-150.92662937127315,-129.77533699450848,-150.92662937127315
2013-05-03T00:00:00Z,107.02,108,81.5,98.08,1,0,113.58267180623592,125.46071764102606,133.59096619723945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-81.32462266276188,-174.50431820946332,-104.3960205170575,-174.50431820946332
2013-05-04T00:00:00Z,98.08,115.64,94,112.62,0,0,115.19977397498701,127.00375293589781,131.39277295779158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-64.94706014868214,-78.71820064232566,-31.58492279745685,-78.71820064232566
2013-05-05T00:00:00Z,112.89,118.76,106.5,116.57,0,0,116.89094520768032,128.55828381891058,127.13921836623327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-60.49785987835099,-56.638020833333194,10.426767223319477,-56.638020833333194
2013-05-06T00:00:00Z,116.9,123.97,105,112.71,0,1,118.27433403785875,127.81349834154676,120.6613746929866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-64.84568596530751,-67.65479740396403,26.02823818293436,-67.65479740396403
2013-05-07T00:00:00Z,112.67,112.95,98.77,110,1,0,119.77669295802346,125.60243604885342,117.49309975438928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-67.89817526469926,-69.00411033526454,7.621082621082382,-69.00411033526454
2013-05-08T00:00:00Z,110.92,116.29,109.41,113.16,0,0,121.28925503817551,121.74588154274674,116.52047980351142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-64.33881504843433,-46.585008310363555,40.66838046272499,-46.585008310363555
2013-05-09T00:00:00Z,113.16,113.95,109,111.96,0,0,121.39008157370047,119.63014634990341,116.11338384280914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-56.57875980042767,-46.269862337269245,-43.22103533278556,-46.269862337269245
2013-05-10T00:00:00Z,111.96,119.98,109.2,117.9,0,1,120.52353683726197,118.75512805616549,114.0627070742473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-48.111190306486094,-6.134371957156458,118.90099478920003,-6.134371957156458
2013-05-11T00:00:00Z,117.9,118.5,112.95,115.04,0,0,118.5409570805495,118.2213620491448,113.82016565939784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-52.18816821097648,-20.28606007261493,52.46537396121925,-20.28606007261493
2013-05-12T00:00:00Z,115.58,117.86,113,114.5,0,0,117.48549884358415,116.6761917930017,113.35113252751827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-52.957947255880256,-16.685480105354983,24.02597402597382,-16.685480105354983
2013-05-13T00:00:00Z,115.05,117.48,113.55,115.99,0,0,117.11199893253924,116.19791781887649,113.59890602201463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-45.6764844857458,20.470379202319442,52.91800930898616,20.470379202319442
2013-05-14T00:00:00Z,115.98,117.9,103.5,107,0,1,116.90992209157467,115.60755309151693,114.0241248176117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-56.632653061224495,-89.28901448885262,-158.3300666405337,-89.28901448885262
2013-05-15T00:00:00Z,107,113,101.72,108.95,1,0,116.05992808453045,115.48035895507732,114.30529985408937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-39.98688237866199,-44.82461056695677,-81.44624167459567,-44.82461056695677
2013-05-16T00:00:00Z,108.96,113.35,108.35,113.35,0,0,115.81301053956658,115.51093908569266,114.5472398832715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-25.005886508123393,26.542197301838684,19.532987398072297,26.542197301838684
2013-05-17T00:00:00Z,113.36,118.16,112.82,116.73,0,0,115.47931742113838,115.50082169998109,113.7777919066172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-24.157490824157478,94.49722882027028,83.22288106034199,94.49722882027028
2013-05-18T00:00:00Z,117.51,118.55,115.99,118.49,0,0,115.41090838874311,115.50259398748345,112.49423352529375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-21.74603174603176,116.40850616959919,92.59090217556631,116.40850616959919
2013-05-19T00:00:00Z,118.49,118.98,114.1,116.38,0,1,115.43506928191671,114.90226973904802,112.165386820235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-30.119047619047628,65.36499560246308,51.95814648729412,65.36499560246308
2013-05-20T00:00:00Z,117.27,118.94,114.03,116.55,1,0,115.4346793371539,113.95948602166702,112.830309456188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-16.1716171617162,60.77630234933656,37.57961783439479,60.77630234933656
2013-05-21T00:00:00Z,117.81,118.56,116.9,117.5,0,0,115.44085784968053,113.57080026895865,113.71824756495042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-13.581599123767816,75.61559685564134,61.1620795107027,75.61559685564134
2013-05-22T00:00:00Z,117.25,119.48,117,119.11,0,0,115.07617647662818,113.81070023533881,114.28259805196032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.76451259583792,101.67910681019748,121.32352941176204,101.67910681019748
2013-05-23T00:00:00Z,118.45,123.9,118.36,123.84,0,0,114.48262443996447,114.24311270592146,114.72307844156826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.27051397655546555,185.4690280085312,183.56890459363686,185.4690280085312
2013-05-24T00:00:00Z,123.84,129.94,122.52,128.7,0,0,114.20319179073643,114.53022361768127,115.32446275325461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.394046775336673,227.26559510141638,141.02419808666198,227.26559510141638
2013-05-25T00:00:00Z,128.65,129.73,126.03,128.97,0,0,114.30217703760286,114.77457066547112,115.9075702026037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.437278525868175,170.2558472844822,92.06349206349137,170.2558472844822
2013-05-26T00:00:00Z,128.98,130.29,127.97,129.5,0,0,114.5304711116334,115.14399933228722,116.95205616208295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.7651382569128184,137.3123152200579,73.30339321357239,137.3123152200579
2013-05-27T00:00:00Z,130.27,130.6,120.33,126.25,1,1,114.68505025689237,115.53099941575132,118.80764492966637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-15.062326869806077,79.43508424182387,4.106104651161868,79.43508424182387
2013-05-28T00:00:00Z,126.2,127.11,123,125.92,0,0,114.82350792943909,116.2308744887824,120.62211594373309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-16.204986149584464,62.41928752056202,-45.7586618876959,62.41928752056202
2013-05-29T00:00:00Z,125.99,130.4,125.53,130.35,0,0,115.04708424255917,117.4807651776846,122.32369275498647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1235955056179776,100.11491204808631,94.15781487101665,100.11491204808631
2013-05-30T00:00:00Z,130.01,131,124.9,126.81,0,1,115.2926931469777,118.78066953047403,122.95195420398917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-23.047304730473027,48.4447750502798,-47.018970189702515,48.4447750502798
2013-05-31T00:00:00Z,126.78,129.87,125.06,127.91,0,0,115.74171675105634,120.07433583916477,123.37256336319133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-18.208603417796134,56.289405684754705,5.4669703872426565,56.289405684754705
2013-06-01T00:00:00Z,127.76,128.86,127.09,128.77,0,0,116.54850777020586,120.74816885926919,124.29105069055306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-13.140836770771891,61.66212277897936,54.74120082815702,61.66212277897936
2013-06-02T00:00:00Z,128.77,128.8,117.02,123,0,0,117.42016101865157,121.28652275186053,125.02284055244245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-47.142015321154986,-39.766785096109345,-146.07669616519223,-39.766785096109345
2013-06-03T00:00:00Z,123.35,125.01,117,123.22,0,0,118.32091786337067,122.12133240787797,125.51127244195395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-55.17730496453904,-53.04868081210921,-96.91588785046771,-53.04868081210921
2013-06-04T00:00:00Z,123.22,123.66,116.32,120.57,1,0,118.87046264311138,122.84991585689323,126.00401795356315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-71.04904632152589,-125.671985051027,-107.22554890219601,-125.671985051027
2013-06-05T00:00:00Z,120.58,122.74,119.65,121.2,0,0,119.34619628594896,123.42680137478159,125.38521436285052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-66.75749318801086,-121.6980170260477,-68.86085928261734,-121.6980170260477
2013-06-06T00:00:00Z,120.98,121.33,118.43,118.78,0,0,120.00918118702981,123.9953262029339,124.50917149028041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-83.24250681198906,-148.47580636346655,-105.54016620498652,-148.47580636346655
2013-06-07T00:00:00Z,118.78,119.16,107,110.18,0,0,120.62001340341213,123.85966042756715,123.60533719222433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-86.74999999999996,-225.6970109576602,-185.7998004655806,-225.6970109576602
2013-06-08T00:00:00Z,110.17,112.46,108.44,109.11,0,0,121.14655083391888,123.50282787412125,123.12326975377945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-91.20833333333333,-184.75654131554046,-107.10334144722309,-184.75654131554046
2013-06-09T00:00:00Z,109.11,110,90,100.17,1,0,121.67181615438666,123.06372438985609,122.47461580302357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-75.1951219512195,-212.06534349230222,-128.15770260404014,-212.06534349230222
