time,open,high,low,close,Plot,Plot,Plot,Plot,Basis,Upper,Lower,Plot,24H Volume,Accumulation/Distribution,Advance Decline Line,Plot,ADR_B,Aroon Up,Aroon Down,ADR,ADX,ATR,Plot,Plot,Bollinger Bands %B,Bollinger Bands Width,BBPower,MF,Chaikin Oscillator,Chande MO,Plot
2011-08-18T00:00:00Z,10.9,10.9,10.9,10.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,391.69582768698336,0.05835635359116022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2011-08-19T00:00:00Z,11.85,11.85,11.15,11.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0458567045714269,386.7918313240291,0.3500221533008418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.228571428571429,NaN,NaN,NaN,NaN,NaN,NaN,1
2011-08-20T00:00:00Z,11.7,11.7,11.7,11.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0458567045714269,386.7918313240291,0.3500221533008418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2011-08-21T00:00:00Z,11.7,11.7,11.7,11.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0458567045714269,386.7918313240291,0.3500221533008418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2011-08-22T00:00:00Z,11.7,11.7,11.7,11.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0458567045714269,385.9730946934026,0.9605433376455369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2011-08-24T00:00:00Z,11.5,11.5,10.5,10.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.310665035428573,392.1695905357023,2.0019940179461617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,1
2011-08-25T00:00:00Z,10,10,10,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.310665035428573,389.70580322063546,0.3227293683725219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2011-08-30T00:00:00Z,8,8,8,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.310665035428573,406.4766083115745,1.4368932038834952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2011-09-01T00:00:00Z,8,8.31,5.25,8.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.194217443246448,NaN,153.49404084692438,403.87351578930947,0.3859167809785094,3.5,NaN,NaN,NaN,NaN,NaN,NaN,0.07189542483660151,NaN,NaN,NaN,NaN,NaN,NaN,1
2011-09-02T00:00:00Z,8.12,8.88,8,8.88,6.11,10.99,6.11,10.99,NaN,NaN,NaN,8.741506041964195,NaN,233.2540408469244,398.1693669980492,0.1612158522508657,3.5,NaN,NaN,NaN,NaN,NaN,NaN,0.8636363636363646,NaN,NaN,NaN,NaN,116.04383075495812,-37.54646840148698,1
