time,open,high,low,close,Plot,Plot,Plot,Plot,Upper,Basis,Lower,Upper,Basis,Lower,Conversion Line,Base Line,Lagging Span,Leading Span A,Leading Span B,Kumo Cloud Upper Line,Kumo Cloud Lower Line,Plot,Basis,Upper,Lower,DEMA,Basis,Upper,Lower,CCI,Smoothing Line,CRSI,Plot,Correlation,Plot,Detrended Price Oscillator,ADX,+DI,-DI,RSI,Regular Bullish,Regular Bullish Label,Hidden Bullish,Hidden Bullish Label,Regular Bearish,Regular Bearish Label,Hidden Bearish,Hidden Bearish Label,EOM,Elder Force Index,Fisher,Trigger,HV,Plot,Plot,KST,Signal
2013-07-31T00:00:00Z,96.98,101,95,98.28,91.6244444444444,89.91809523809523,NaN,94.48969230769225,100.58340250042033,90.3448494876209,80.10629647482148,100.58340250042033,90.3448494876209,80.10629647482148,91.5,82,113.12,83.6575,97,97,83.6575,97.1798888888889,90.05750000000006,99.06325000000008,81.05175000000006,95.77446788136183,89,101,77,194.0912692003001,114.90980121635523,85.89506786366127,8.726456975526146,NaN,64877927670,14.784761904761908,21.42812080641049,27.260885510776532,15.753520676709893,63.13316441660329,NaN,NaN,NaN,NaN,63.13316441660329,NaN,63.13316441660329,NaN,1.064972667655099,13395.579930860142,2.201548922966623,1.751174486182129,35.95182560596035,1568.8928415053815,836.8282104228089,42.8605437253015,10.776777459741131
2013-08-01T00:00:00Z,97.77,98.44,95.15,96.62,92.69555555555552,90.37,NaN,94.68606153846152,100.81518058127173,90.94248286975225,81.06978515823278,100.81518058127173,90.94248286975225,81.06978515823278,93.36500000000001,82.75,111.9,82.1975,97,97,82.1975,98.66614814814817,90.38000000000005,99.41800000000006,81.34200000000006,96.57821363360122,89,101,77,147.33648253201548,137.02778071725,38.96884683320091,12.111094325926429,NaN,66968654520,13.296190476190489,21.808422948187587,26.077736107802703,15.069802292873206,59.847044137372265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.8204531258274073,9624.58473535121,2.317672122230187,2.201548922966623,38.93549059152396,1284.234998973445,900.7434659300426,50.73351729949805,19.432457462801395
2013-08-02T00:00:00Z,96.63,98.71,93.03,95.85,93.52111111111107,90.64047619047619,NaN,94.59236923076921,101.4312933939529,91.40986545358537,81.38843751321784,101.4312933939529,91.40986545358537,81.38843751321784,94.03999999999999,85.55,117.75,81.1825,97,97,81.1825,98.71451851851855,90.58900000000006,99.64790000000006,81.53010000000005,96.8170823696904,89,101,77,112.97687142502107,142.95318370040144,36.214747815007826,14.730097218185598,NaN,66989084320,12.473809523809507,21.544070789401808,24.130564481109623,16.73147386095692,58.330384744534605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9472357333472123,6538.806032214244,2.1048598971324908,2.317672122230187,40.4609145469781,857.35972401581,894.5457885137237,60.27457469737388,27.835741110100717
2013-08-03T00:00:00Z,95.82,97,93.98,95.55,94.11999999999996,90.8252380952381,NaN,94.30424615384612,101.42744912814611,91.80416398181534,82.18087883548456,101.42744912814611,91.80416398181534,82.18087883548456,94.4,85.625,117.91,81.08500000000001,97,97,81.08500000000001,97.7098148148148,90.86500000000005,99.95150000000007,81.77850000000005,96.82327506599985,89,101,77,94.23837784372135,141.76176778042844,35.13999703929832,17.059268843821233,NaN,67009514120,12.222380952380945,21.298600927672158,23.141184274525187,16.045464668010997,57.716676605988404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7358710427046877,5411.836024901354,1.8119369677719441,2.1048598971324908,40.82798745398035,704.3546848305197,867.3756308446946,68.37550846019842,36.05548390126962
2013-08-04T00:00:00Z,95.54,96.61,95.5,96.38,94.8344444444444,91.12761904761905,NaN,94.84606153846156,101.1229145200068,92.2399578883091,83.35700125661141,101.1229145200068,92.2399578883091,83.35700125661141,94.4,87.905,118.5,80.935,97,97,80.935,96.7754074074074,90.99500000000006,100.09450000000008,81.89550000000006,97.07510738899789,89,101,77,97.52434588760055,129.23346937773175,67.89239689240162,18.776594100084466,NaN,67029943920,12.509047619047621,21.070664627494626,22.77161966359613,15.789218667941881,59.001881839562344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9178723406553146,4996.763332512345,1.6261308685916158,1.8119369677719441,40.158252326549395,724.9422147527393,847.0279999744153,77.91633403562247,44.16674956213311
2013-08-05T00:00:00Z,96.38,98.92,96,97.81,95.90666666666662,91.31952380952382,NaN,95.58461538461539,101.34909905795045,92.77043808942253,84.1917771208946,101.34909905795045,92.77043808942253,84.1917771208946,94.45,89,124.86,81.035,97,97,81.035,96.7208888888889,91.30800000000006,100.43880000000007,82.17720000000006,97.72327578015674,89,101,77,108.0047576327147,112.01616706421464,77.05477252325534,20.46323314822621,NaN,66832031710,13.426666666666677,21.355830924006792,25.210179195789074,15.105790597778494,61.190567017020925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.3879880507164217,6530.780192427492,1.6664000687257703,1.6261308685916158,39.95208594780385,913.2607776517111,856.4898253568861,89.26433091941666,52.92349942109259
2013-08-06T00:00:00Z,97.88,98.98,97.07,97.69,96.45999999999997,91.61190476190478,NaN,96.4496923076923,101.34176266686696,93.23896779519181,85.13617292351667,101.34176266686696,93.23896779519181,85.13617292351667,95.77000000000001,89,128,83.545,97,97,83.545,97.21585185185184,91.64400000000006,100.80840000000008,82.47960000000006,98.09837251929213,89,101,77,99.3967100086203,102.42821255953561,50.72705615627469,21.324658930251623,NaN,65132663050,12.210476190476186,21.633314817948452,24.55719545421001,14.658832555385716,60.896772597424025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.320570314651774,5439.263957589673,1.9158535824757559,1.6664000687257703,36.34321646337951,1045.010254998834,883.4213153057358,102.77702518660679,62.07637100361335
2013-08-07T00:00:00Z,97.7,98.32,95.5,97.09,96.87111111111108,91.90333333333335,NaN,97.27489230769227,101.46224815158592,93.60573276707831,85.74921738257069,101.46224815158592,93.60573276707831,85.74921738257069,96.85,89,130.66,83.545,97,97,83.545,97.60044444444442,92.23450000000005,101.45795000000007,83.01105000000005,98.1060995315671,91.5,101,82,77.32029638683224,95.29689755189784,39.32245987277651,21.49005709935543,NaN,63957275800,10.571428571428584,21.330899940405843,23.4537860532677,16.50172440163274,59.362074956460674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.6529141652630917,4051.2672020757254,1.6998766591578796,1.9158535824757559,26.77959891665742,811.737748079955,873.1808057020528,112.94680148816266,71.23236348203308
2013-08-08T00:00:00Z,97.09,97.14,91.11,94.27,96.61555555555552,92.33142857142859,NaN,97.4936923076923,101.9458601591277,93.66899631307085,85.392132467014,101.9458601591277,93.66899631307085,85.392132467014,96.055,89,130.15,83.5,97,97,83.5,96.80444444444443,92.62250000000006,101.88475000000007,83.36025000000005,97.05520083816039,91.5,101,82,29.839678227999013,82.41715762875337,15.997253837010026,18.89216739436395,NaN,65410007400,6.858571428571437,19.89461885140718,21.254591906517316,21.78090078824594,52.6465357447576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3638681302294313,-2174.3469831719067,0.9425175147579018,1.6998766591578796,33.00505334312543,450.3683619708929,812.7790280261728,117.97201117111749,80.34673855369978
2013-08-09T00:00:00Z,94.26,95.75,90,92.27,95.94777777777773,92.6057142857143,NaN,97.67181538461539,102.13493603042004,93.53575856896886,84.93658110751768,102.13493603042004,93.53575856896886,84.93658110751768,94.49000000000001,89,129.18,83.875,97,97,83.875,94.85174074074075,92.98400000000007,102.28240000000008,83.68560000000006,95.5512176408537,91.5,101,82,-0.17142519358987085,62.8780034125153,14.421150307969532,15.462275011621449,NaN,65439666600,3.9542857142857173,18.853060127916883,19.38772766040983,21.563376584582986,48.459414386215975,48.459414386215975,NaN,48.459414386215975,NaN,NaN,NaN,NaN,NaN,0.49009011468926744,-5381.223993164491,0.19639089202932802,0.9425175147579018,27.84659467104395,157.45073187538657,719.160700004632,118.96343050877489,88.8026148629746
2013-08-10T00:00:00Z,92.72,94.25,92.14,93.51,95.60222222222218,93.00904761904762,NaN,97.87243076923069,101.69456508723026,93.5333053719242,85.37204565661814,101.69456508723026,93.5333053719242,85.37204565661814,94.49000000000001,89,122.81,84.49000000000001,97,97,84.49000000000001,93.16225925925926,93.36300000000007,102.69930000000008,84.02670000000006,94.90381968894324,91.5,101,82,4.664013172820754,42.20985452053651,62.7150831514607,12.594764224373877,NaN,65469325800,4.1676190476190556,17.885898456104464,18.737347372896227,20.8400120259048,51.05837960031298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2174031963335856,-4060.5970978991027,-0.4101433016456738,0.19639089202932802,26.70964532461453,221.38557873961423,648.0499683953437,119.50335891880707,96.44370837623116
2013-08-11T00:00:00Z,93.51,94.58,93.12,94.09,95.40666666666662,93.39761904761906,NaN,98.09599999999995,101.22345765170687,93.58632390793142,85.94919016415597,101.22345765170687,93.58632390793142,85.94919016415597,94.49000000000001,89,122.5,84.0625,97,97,84.0625,92.46485185185186,93.78750000000007,103.16625000000008,84.40875000000005,94.64253221216283,91.5,101,82,9.658818411985827,24.262276201209612,63.29199577768529,9.071953592274165,NaN,65498985000,4.17190476190477,16.881941517413264,18.831615818322714,20.331769819971953,52.270726574671436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.40228318328492196,-3326.103157225174,-0.7801018863656175,-0.4101433016456738,26.193381437907306,252.23580831471384,591.5050883838252,122.30265314947029,103.33571709313075
2013-08-12T00:00:00Z,94,96.18,93.31,95.35,95.3844444444444,93.86190476190477,NaN,98.02553846153837,101.2017134289549,93.754293059557,86.3068726901591,101.2017134289549,93.754293059557,86.3068726901591,94.49000000000001,89,117.67,85.0275,97,97,85.0275,93.08392592592593,94.20600000000006,103.62660000000007,84.78540000000005,94.90680693853686,93.36500000000001,101,85.73,25.68383202774239,13.934983329391645,74.95597872288404,6.714664717421707,NaN,65558037690,4.97999999999999,15.910222220784028,20.6440269672248,19.333611406720305,54.88526047829058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4373160690735925,-1554.273506033473,-0.8599391006623034,-0.7801018863656175,27.422890079707237,394.20201830143253,563.3189355149119,121.09558814081338,109.19350372431019
2013-08-13T00:00:00Z,95.37,98.19,94.24,98.15,95.58111111111106,94.39380952380954,NaN,98.38267692307701,101.66561014824778,94.17293181578967,86.68025348333155,101.66561014824778,94.17293181578967,86.68025348333155,94.49000000000001,91.5,119.93,85.575,97,97,85.575,95.05755555555555,94.69250000000005,104.16175000000007,85.22325000000005,96.10167048587475,94.03999999999999,101,87.08,69.3760408177768,21.842255847347197,86.7555117085454,5.348293570989239,NaN,65057260240,7.509523809523813,15.593556603567768,22.695334030056173,18.022219653732225,60.11405430583189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.017110461017953327,3803.8795811770437,-0.6280128857388667,-0.8599391006623034,32.07598815045455,643.2541286683545,574.7382488225466,122.03614896156631,114.09570538274839
2013-08-14T00:00:00Z,97.75,101,97.03,99.19,95.7344444444444,94.90666666666667,NaN,98.67156923076922,102.18815833254581,94.65074783333351,87.11333733412121,102.18815833254581,94.65074783333351,87.11333733412121,95.5,91.5,118.34,85.25,97,97,85.25,97.48085185185185,95.14400000000005,104.65840000000006,85.62960000000004,97.32271633673602,94.4,101,87.8,124.6390233215858,46.80434555038233,83.80087400321864,4.4396226041101645,NaN,64535079720,8.364761904761892,16.015152283525577,25.9841787089786,16.7895766821955,61.88123857056502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.334656152652958,5934.414978850817,-0.11229564431478298,-0.6280128857388667,32.22232711026587,978.8919116460902,632.4744863687671,121.1278503407695,117.63609642956538
2013-08-15T00:00:00Z,99.19,100.01,96.68,98.08,95.77777777777773,95.28380952380952,NaN,98.73369230769231,102.42701272706901,94.97734327777793,87.52767382848685,102.42701272706901,94.97734327777793,87.52767382848685,95.5,91.5,121.68,83.75,96.435,96.435,83.75,99.09085185185184,95.55050000000006,105.10555000000006,85.99545000000005,97.77927702781778,94.4,101,87.8,94.79394485184072,64.83033188618631,36.09057051961731,3.564094540791719,NaN,62961883840,6.952380952380949,16.276855186096363,24.472217138877074,16.424211786347087,58.88260577816383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1402675154374425,3574.9285808737864,0.35721364125894944,-0.11229564431478298,32.1744859505181,692.0996490223554,640.9923667478512,115.6894022793254,119.070804995423
2013-08-16T00:00:00Z,98.09,99,96.5,98.25,95.90666666666662,95.67904761904762,NaN,98.68289230769233,102.49372737473247,95.28902487037051,88.08432236600855,102.49372737473247,95.28902487037051,88.08432236600855,95.5,91.5,122.07,83.75,95.93,95.93,83.75,99.6812962962963,96.05500000000005,105.66050000000007,86.44950000000004,98.14470478899742,94.45,101,87.9,79.71088482733738,78.84074516925662,52.92753907534179,2.984246341046747,NaN,62076973940,6.930476190476185,16.44964402508822,23.372653820090704,16.009757923526827,59.20862503923287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.013146168226813344,3290.2301013186193,0.6711205867151648,0.35721364125894944,32.168725832969045,434.80916650762856,611.5376238563908,112.91770565895267,119.06757212551078
2013-08-17T00:00:00Z,98.26,99.82,97.48,99.71,96.51111111111108,96.22904761904763,NaN,98.84584615384621,102.66230237473718,95.71007012081141,88.75783786688564,102.66230237473718,95.71007012081141,88.75783786688564,95.5,91.5,127.55,83.75,95.9,95.9,83.75,99.90829629629631,96.40500000000006,106.04550000000008,86.76450000000006,98.90839036459248,95.5,101,90,112.23375383388435,96.15072953048502,71.89503464777495,3.361518493372731,NaN,61192064040,8.098095238095212,16.83506309806596,23.878297191766393,15.316084261645537,61.99564248722479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4408621594734698,3974.3409621988685,1.0231412271083151,0.6711205867151648,32.79793022262204,517.9906145992442,598.1737653910842,107.2948153800601,117.88121703761551
2013-08-18T00:00:00Z,99.71,99.99,98.41,99.3,97.29222222222218,96.54285714285714,NaN,98.94467692307693,102.62497723307685,96.05196820454366,89.47895917601046,102.62497723307685,96.05196820454366,89.47895917601046,96.57,93.36500000000001,126.38,83.475,94.005,94.005,83.475,99.90944444444445,96.70050000000006,106.37055000000008,87.03045000000006,99.28161351838962,95.5,101,90,112.27247233977991,104.73001583488565,43.497761441155525,3.7816513011907813,NaN,60307154140,7.396666666666647,17.24082078093048,23.47759775883362,14.848271303808039,60.740578264233825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5176050692398583,3245.0609573773318,1.439453326687208,1.0231412271083151,26.30664490463269,533.0758836689186,588.8740680022034,104.9218298232298,116.32103918366607
2013-08-19T00:00:00Z,99.32,105.16,99,102.85,98.32999999999996,96.99333333333333,NaN,99.61750769230768,103.8471079297908,96.69939980411093,89.55169167843106,103.8471079297908,96.69939980411093,89.55169167843106,99.14,96.12,127.71,83.0925,93.33,93.33,83.0925,100.95062962962963,97.01450000000006,106.71595000000006,87.31305000000005,100.7992117960842,97.58,105.16,90,202.48474213987072,120.29915959854262,79.04708044685013,5.845781044908378,NaN,58586872020,10.518571428571406,18.831105931928708,30.34881309579371,13.160528934802246,66.97476589512857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8778826223671157,13037.688714999487,1.8729997966483087,1.439453326687208,25.358914947582424,919.9725618908592,636.1738528434399,100.63980571747537,114.22508882796254
2013-08-20T00:00:00Z,102.85,104.88,100.38,104.87,99.52777777777773,97.38857142857142,NaN,100.46095384615387,104.8104895168313,97.47755220371941,90.14461489060753,104.8104895168313,97.47755220371941,90.14461489060753,99.235,96.47999999999999,124.49,82.9425,92.87,92.87,82.9425,102.90648148148148,97.34400000000005,107.07840000000006,87.60960000000004,102.57970622196537,97.58,105.16,90,200.79218041270653,141.49880671071577,81.69789205415917,8.903283355692334,NaN,60243791430,12.264285714285705,20.30779928642706,27.857707602472363,12.080280233773335,69.90337536419366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9480971359006346,14497.35612162632,2.3061822597494195,1.8729997966483087,25.81486657845984,1083.1919145085917,700.0335759384616,95.58498823969987,111.25645939354361
2013-08-21T00:00:00Z,104.87,114,104.56,110.43,101.20333333333329,97.96714285714286,NaN,101.8617538461539,107.19876224230873,98.71111866050803,90.22347507870734,107.19876224230873,98.71111866050803,90.22347507870734,104.12,100.9,125.36,84.1925,92.16499999999999,92.16499999999999,84.1925,106.52066666666666,98.03450000000007,107.83795000000008,88.23105000000007,105.81243440565069,102,114,90,292.95472502999365,184.14757475124702,92.43687511069179,13.60046594598022,NaN,59056572280,17.420952380952386,23.017101154161544,38.61256441535428,10.190577951062696,76.16787548724257,NaN,NaN,NaN,NaN,76.16787548724257,NaN,76.16787548724257,NaN,3.1373228266452458,31430.161321261592,2.733561088121835,2.3061822597494195,34.211776916572525,1495.3740467649104,813.6536431993828,99.33813431098667,108.83896452356288
2013-08-22T00:00:00Z,111.52,113.02,107.98,109.12,102.42222222222217,98.56238095238095,NaN,103.22347692307696,108.34931991646121,99.7024406928406,91.05556146921998,108.34931991646121,99.7024406928406,91.05556146921998,105.25,100.95,126.27,84.7525,91.08,91.08,84.7525,109.66551851851852,98.69800000000006,108.56780000000008,88.82820000000007,107.59448306698327,102,114,90,230.00305833147974,207.7014356507661,42.48907497402527,17.648856829690388,NaN,60679783320,15.722380952380945,25.532881459914996,35.42627585553092,9.349656804407449,72.34693766448495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.352155665805001,24651.019625525634,3.154434496260222,2.733561088121835,37.80990781110184,1616.490391805104,928.3446072859144,102.66469241420793,106.68658046274528
2013-08-23T00:00:00Z,109.12,109.9,104.2,107.65,103.36222222222217,99.1242857142857,NaN,104.26649230769225,109.38154240430482,100.45935110304626,91.5371598017877,109.38154240430482,100.45935110304626,91.5371598017877,105.25,102,126.92,84.7525,87.72999999999999,87.72999999999999,84.7525,111.01955555555556,99.30300000000005,109.23330000000007,89.37270000000005,108.26681488755679,102,114,90,145.1405172045859,214.2750446237273,34.23115781010005,20.74222650515962,NaN,61426312650,13.788095238095238,26.40450794456235,32.19094170040958,14.552136327281424,68.21181446728227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.285860960836568,19140.813371021686,2.635237813940847,3.154434496260222,39.28866461863348,1258.273977894586,975.4773745157247,104.63003825481977,104.8534902309731
2013-08-24T00:00:00Z,107.91,110.33,106.64,109.15,104.59222222222218,99.77190476190476,NaN,105.6584307692308,110.05500412150789,101.2870319503752,92.5190597792425,110.05500412150789,101.2870319503752,92.5190597792425,105.25,102,127,85.5,87.09,87.09,85.5,111.13770370370372,99.94150000000006,109.93565000000008,89.94735000000006,109.21243465722158,102,114,90,138.92301392301837,201.56269898035686,70.17935765651502,23.074003919335727,NaN,62172841980,14.756190476190469,27.283366093056934,30.961585662548288,13.681072496992606,70.09042661516109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0040138331321105,17334.844385125016,2.2941964423539813,2.635237813940847,39.37390223003546,1225.7864840731268,1011.2358187382107,113.1646320101111,104.5729602010604
2013-08-25T00:00:00Z,109.15,113.28,109.15,113.12,106.24444444444441,100.56904761904761,NaN,107.66960000000012,111.13115624245413,102.4139812884347,93.69680633441527,111.13115624245413,102.4139812884347,93.69680633441527,105.74000000000001,102,124.18,86.75,87.09,87.09,86.75,111.75081481481486,100.70700000000006,110.77770000000008,90.63630000000006,111.24433392351818,102,114,90,151.1804315990803,191.6403492176316,84.41837873804558,26.136056604998895,NaN,62919371310,18.21333333333334,28.55253362095036,33.684771129010144,12.760418361672695,74.40221726911777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.49943843796365,20157.346052064597,2.346784701346656,2.2941964423539813,39.512417401881635,1301.1151176170379,1052.6471471494717,125.80606938293388,106.00500061483609
2013-08-26T00:00:00Z,113.12,113.3,110.27,111.9,107.59888888888885,101.24,NaN,109.2270461538462,111.76886910053459,103.3174116419171,94.86595418329962,111.76886910053459,103.3174116419171,94.86595418329962,106.205,102,122.91,88.0575,87.09,88.0575,87.09,112.50614814814817,101.41750000000006,111.55925000000008,91.27575000000006,112.18057609700728,102,114,90,126.9077963968241,158.4309634909977,42.59474322399443,28.121592682195313,NaN,62536383440,16.616190476190482,29.734009780520886,32.01754406614957,12.11621836814823,71.01419226207827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.358519391289405,15387.979447872513,2.588075510970314,2.346784701346656,41.57222246614255,934.3909267352637,1035.7534013760135,137.53825642557035,109.36538295322609
2013-08-27T00:00:00Z,111.85,118.93,111.76,117.75,109.64888888888885,102.1952380952381,NaN,111.46384615384609,113.73225557925217,104.69194386649643,95.65163215374069,113.73225557925217,104.69194386649643,95.65163215374069,108.965,104.465,123.39,89.79499999999999,87.09,89.79499999999999,87.09,114.8560740740741,102.45050000000006,112.69555000000008,92.20545000000006,114.87454804416001,104.465,118.93,90,149.54313717183032,142.3389792590678,81.75859409588553,31.110716229203717,NaN,59881004090,22.070952380952377,31.561592411666773,37.31842321455648,10.73512195924437,76.53252426089725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.998922665942197,29005.371916400352,2.9186092758619013,2.588075510970314,46.956792011371725,1236.940281650997,1064.4943842724397,153.22122533686678,114.73198245474133
2013-08-28T00:00:00Z,117.74,119.63,117.04,117.91,111.32222222222218,103.18666666666667,NaN,113.49861538461542,114.60508689688169,105.95080635540153,97.29652581392136,114.60508689688169,105.95080635540153,97.29652581392136,110.005,104.815,123.27,90.0125,85.715,90.0125,85.715,117.3673703703704,103.63250000000008,113.9957500000001,93.26925000000007,116.77130816857137,104.815,119.63,90,146.73288652903193,142.657453123957,68.60899354879645,33.00338802754046,NaN,60342470690,21.680952380952363,33.33629034230397,36.8814513695134,10.279309554025959,76.66338491329037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.100286616254486,25094.792641357326,3.2904775162362156,2.9186092758619013,46.17159334891246,1322.4386672691976,1101.343567557691,168.02425210525774,122.21914316449491
2013-08-29T00:00:00Z,117.91,120,117,118.5,112.83666666666663,104.3404761904762,NaN,115.48233846153838,115.53482014221923,107.14596765488709,98.75711516755494,115.53482014221923,107.14596765488709,98.75711516755494,112.1,105,122.63,91.1525,85.59,91.1525,85.59,119.37981481481484,104.94400000000007,115.43840000000009,94.44960000000007,118.24318232145178,106.07,120,92.14,130.36416733886483,140.9456838071263,74.84973742009448,34.868295019255555,NaN,60969023600,21.957142857142856,35.02676398089286,35.646670812613365,9.76225600405683,77.1689593688339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.303570120915105,22334.923681682827,3.6808684939410723,3.2904775162362156,45.11420226906449,1388.7651418564715,1142.4037924575166,182.04486077091647,131.82579566796343
2013-08-30T00:00:00Z,118.91,126.14,118.04,124.86,114.43999999999996,105.89238095238095,NaN,118.3351692307692,118.00298559302058,108.83301835442165,99.66305111582273,118.00298559302058,108.83301835442165,99.66305111582273,115.17,108.07,123.86,91.725,85.59,91.725,85.59,122.30692592592594,106.51150000000007,117.16265000000008,95.86035000000007,121.48505448643718,109.63,126.14,93.12,150.92140680924217,140.89387884915868,94.95089586151373,37.77663983999218,NaN,59827792590,27.866666666666674,37.199186807498954,40.77039638826788,8.516629647397203,81.7570510706274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.613223351568125,34930.06555922488,4.079109098274248,3.6808684939410723,50.160103399398494,1608.769999473,1209.0275363168714,200.1095584679774,143.02262057429573
2013-08-31T00:00:00Z,124.86,134.95,124.8,128,116.53777777777775,107.53476190476188,NaN,121.40212307692308,120.9414156925491,110.65844517781007,100.37547466307103,120.9414156925491,110.65844517781007,100.37547466307103,119.57499999999999,112.475,123.25,92.385,85.59,92.385,85.59,125.87744444444445,108.207,119.0277,97.38629999999999,124.82525049257032,114.13,134.95,93.31,180.1845637583892,151.54923232147172,90.80699278975199,40.53884294219254,NaN,58686561580,30.611428571428576,39.79081040390744,47.53160932235468,7.2655823403120285,83.51809798706063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.166073338730296,38903.11605589887,4.4803396528040125,4.079109098274248,45.63398212667855,1861.375598251705,1302.2201165932763,216.4624578644685,155.6668167354358
2013-09-01T00:00:00Z,127.9,132.09,126.79,130.66,119.0944444444444,109.27619047619046,NaN,124.5423384615384,122.87802862414091,112.56335516087577,102.24868169761064,122.87802862414091,112.56335516087577,102.24868169761064,120.79499999999999,112.475,124.84,92.925,85.59,92.925,85.59,129.8087777777778,109.9725,120.96975,98.97525,128.04756591679273,114.595,134.95,94.24,162.98285699015236,154.23717628513612,91.85720160444436,42.86701071054534,NaN,57545330570,32.692857142857136,42.1973180291439,43.90489440914131,6.711210287641039,84.8521239970874,NaN,NaN,NaN,NaN,84.8521239970874,NaN,84.8521239970874,NaN,8.735686875953238,36393.722077551516,4.456002870104566,4.4803396528040125,42.37948151029753,1830.960750074758,1377.7544928049165,232.85078153540508,169.91356598883416
2013-09-02T00:00:00Z,130.65,132,128.52,130.15,121.42777777777775,110.93333333333331,NaN,127.07018461538468,124.21747983392146,114.23827371698285,104.25906760004423,124.21747983392146,114.23827371698285,104.25906760004423,122.05,112.475,126.95,92.5275,85.59,92.5275,85.59,132.49174074074077,111.57249999999999,122.72975,100.41525,130.03074515162336,115.725,134.95,96.5,143.93385259849927,153.67736949902957,47.36834657648733,44.1221127899144,NaN,56404099560,31.587619047619057,44.43193225257776,41.65733863528817,6.367653615098634,83.45737861647987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.33710084285721,30543.319795109128,4.646032038410489,4.456002870104566,40.051533248907916,1819.239338527953,1440.823756479636,249.04357498321139,185.01122631917863
2013-09-03T00:00:00Z,129.4,131,127,129.18,123.21222222222221,112.41095238095237,NaN,128.96058461538462,125.44258077299114,115.66129526774638,105.88000976250163,125.44258077299114,115.66129526774638,105.88000976250163,122.60999999999999,112.475,126.54,91.745,85.5,91.745,85.5,133.16474074074074,113.07199999999997,124.37919999999998,101.76479999999998,130.95555005585004,115.725,134.95,96.5,117.69419848206073,151.14337572766877,39.743452945614955,44.60275217228412,NaN,57779767110,30.055714285714302,45.91528987451676,39.17494114172802,8.252652992250104,80.739049192834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.8834061318514,24517.882778499614,4.100596424729961,4.646032038410489,42.81884576820142,1356.2844801160763,1428.7467169991273,259.92172667619104,199.91296601842944
2013-09-04T00:00:00Z,129.2,129.94,115.21,122.81,124.42444444444442,113.53571428571426,NaN,129.64907692307702,128.09128124458607,116.34212428986578,104.5929673351455,128.09128124458607,116.34212428986578,104.5929673351455,123.35499999999999,113.54499999999999,127.01,91.745,85.5,91.745,85.5,130.4672962962963,114.30849999999998,125.73934999999999,102.87764999999999,129.18320319232112,115.725,134.95,96.5,63.57291556915136,133.6736774796506,13.621596646170525,41.268791915058394,NaN,59442629380,23.038095238095238,43.928339580001754,31.686638175912744,21.974968284741315,65.62278748815811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.417539643362321,3888.172479049201,2.7797077113891646,4.100596424729961,55.59228700770502,786.3239785997248,1336.972040084927,262.278749769148,213.7730208343825
